Gene,GCF_000007545,GCF_000020745,GCF_000020885,GCF_000020925,GCF_000022165,GCF_000170215,GCF_000171415,GCF_000171515,GCF_000171535
IKCLMC_04189,peppan_g_911,peppan_g_6448,peppan_g_10115,peppan_g_14754,peppan_g_20134,peppan_g_25161,peppan_g_31185,peppan_g_35856,peppan_g_36410
IKCLMC_04210,peppan_g_929,peppan_g_6429,peppan_g_10134,peppan_g_14773,peppan_g_20115,peppan_g_25142,peppan_g_31204,peppan_g_35875,peppan_g_36429
IKCLMC_04221,peppan_g_940,peppan_g_6418,peppan_g_10145,peppan_g_14784,peppan_g_20104,peppan_g_25131,peppan_g_31215,peppan_g_35886,peppan_g_36440
IKCLMC_04223,peppan_g_943,peppan_g_6415,peppan_g_10148,peppan_g_14787,peppan_g_20101,peppan_g_25128,peppan_g_31218,peppan_g_35889,peppan_g_36443
IKCLMC_04235,peppan_g_953,peppan_g_6405,peppan_g_10158,peppan_g_14797,peppan_g_20091,peppan_g_25118,peppan_g_31228,peppan_g_35899,peppan_g_36453
IKCLMC_04236,peppan_g_954,peppan_g_6404,peppan_g_10159,peppan_g_14798,peppan_g_20090,peppan_g_25117,peppan_g_31229,peppan_g_35900,peppan_g_36454
IKCLMC_04244,peppan_g_961,peppan_g_6397,peppan_g_10167,peppan_g_14806,peppan_g_20082,peppan_g_25109,peppan_g_31237,peppan_g_35908,peppan_g_36462
IKCLMC_04261,peppan_g_975,peppan_g_6383,peppan_g_10181,peppan_g_14820,peppan_g_20068,peppan_g_25095,peppan_g_31254,peppan_g_35922,peppan_g_36476
IKCLMC_04266,peppan_g_980,peppan_g_6378,peppan_g_10186,peppan_g_14825,peppan_g_20063,peppan_g_25090,peppan_g_31259,peppan_g_35927,peppan_g_36481
IKCLMC_04298,peppan_g_1000,peppan_g_6350,peppan_g_10204,peppan_g_14904,peppan_g_20037,peppan_g_25064,peppan_g_31296,peppan_g_35966,peppan_g_36510
IKCLMC_04309,peppan_g_1010,peppan_g_6340,peppan_g_10214,peppan_g_14914,peppan_g_20027,peppan_g_25054,peppan_g_31306,peppan_g_35976,peppan_g_36520
IKCLMC_04323,peppan_g_1023,peppan_g_6327,peppan_g_10227,peppan_g_14927,peppan_g_20014,peppan_g_25041,peppan_g_31319,peppan_g_35989,peppan_g_36533
IKCLMC_04331,peppan_g_1031,peppan_g_6319,peppan_g_10235,peppan_g_14935,peppan_g_20006,peppan_g_25033,peppan_g_31327,peppan_g_35997,peppan_g_36541
IKCLMC_04333,peppan_g_1033,peppan_g_6317,peppan_g_10237,peppan_g_14937,peppan_g_20004,peppan_g_25031,peppan_g_31329,peppan_g_35999,peppan_g_36543
IKCLMC_04337,peppan_g_1036,peppan_g_6314,peppan_g_10240,peppan_g_14940,peppan_g_20000,peppan_g_25028,peppan_g_31332,peppan_g_36002,peppan_g_36546
IKCLMC_04347,peppan_g_1046,peppan_g_6304,peppan_g_10250,peppan_g_14950,peppan_g_19990,peppan_g_25018,peppan_g_31342,peppan_g_36012,peppan_g_36556
IKCLMC_04349,peppan_g_1048,peppan_g_6302,peppan_g_10252,peppan_g_14952,peppan_g_19988,peppan_g_25016,peppan_g_31344,peppan_g_36014,peppan_g_36558
IKCLMC_04357,peppan_g_1056,peppan_g_6294,peppan_g_10260,peppan_g_14960,peppan_g_19980,peppan_g_25008,peppan_g_31352,peppan_g_36022,peppan_g_36566
IKCLMC_04358,peppan_g_1057,peppan_g_6293,peppan_g_10261,peppan_g_14961,peppan_g_19979,peppan_g_25007,peppan_g_31353,peppan_g_36023,peppan_g_36567
IKCLMC_04373,peppan_g_1069,peppan_g_6280,peppan_g_10275,peppan_g_14974,peppan_g_19967,peppan_g_24995,peppan_g_31367,peppan_g_36035,peppan_g_36579
IKCLMC_04379,peppan_g_1075,peppan_g_6274,peppan_g_10281,peppan_g_14980,peppan_g_19961,peppan_g_24989,peppan_g_31373,peppan_g_36041,peppan_g_36585
IKCLMC_04383,peppan_g_1079,peppan_g_6270,peppan_g_10285,peppan_g_14984,peppan_g_19957,peppan_g_24985,peppan_g_31377,peppan_g_36045,peppan_g_36589
IKCLMC_04384,peppan_g_1080,peppan_g_6269,peppan_g_10286,peppan_g_14985,peppan_g_19956,peppan_g_24984,peppan_g_31378,peppan_g_36046,peppan_g_36590
IKCLMC_04388,peppan_g_1633,peppan_g_6265,peppan_g_10290,peppan_g_14989,peppan_g_19952,peppan_g_24980,peppan_g_31382,peppan_g_36050,peppan_g_36594
IKCLMC_04399,peppan_g_1624,peppan_g_6256,peppan_g_10299,peppan_g_14998,peppan_g_19943,peppan_g_24971,peppan_g_31391,peppan_g_36059,peppan_g_36603
IKCLMC_04409,peppan_g_1614,peppan_g_6246,peppan_g_10309,peppan_g_15008,peppan_g_19933,peppan_g_24961,peppan_g_31401,peppan_g_36069,peppan_g_36613
IKCLMC_04421,peppan_g_1602,peppan_g_6234,peppan_g_10321,peppan_g_15020,peppan_g_19921,peppan_g_24949,peppan_g_31413,peppan_g_36081,peppan_g_36625
IKCLMC_04429,peppan_g_1594,peppan_g_6226,peppan_g_10329,peppan_g_15028,peppan_g_19913,peppan_g_24941,peppan_g_31421,peppan_g_36089,peppan_g_36633
IKCLMC_04430,peppan_g_1593,peppan_g_6225,peppan_g_10330,peppan_g_15029,peppan_g_19912,peppan_g_24940,peppan_g_31422,peppan_g_36090,peppan_g_36634
IKCLMC_04442,peppan_g_1581,peppan_g_6213,peppan_g_10342,peppan_g_15042,peppan_g_19899,peppan_g_24927,peppan_g_31435,peppan_g_36102,peppan_g_36646
IKCLMC_04457,peppan_g_1567,peppan_g_6199,peppan_g_10356,peppan_g_15056,peppan_g_19885,peppan_g_24913,peppan_g_31449,peppan_g_36116,peppan_g_36660
IKCLMC_04468,peppan_g_1552,peppan_g_6184,peppan_g_10367,peppan_g_15067,peppan_g_19874,peppan_g_24902,peppan_g_31460,peppan_g_36127,peppan_g_36671
IKCLMC_04470,peppan_g_1550,peppan_g_6182,peppan_g_10369,peppan_g_15069,peppan_g_19872,peppan_g_24900,peppan_g_31462,peppan_g_36129,peppan_g_36673
IKCLMC_04471,peppan_g_1549,peppan_g_6181,peppan_g_10370,peppan_g_15070,peppan_g_19871,peppan_g_24899,peppan_g_31463,peppan_g_36130,peppan_g_36674
IKCLMC_04473,peppan_g_1547,peppan_g_6179,peppan_g_10372,peppan_g_15072,peppan_g_19869,peppan_g_24897,peppan_g_31465,peppan_g_36132,peppan_g_36676
IKCLMC_04477,peppan_g_1542,peppan_g_6175,peppan_g_10376,peppan_g_15076,peppan_g_19864,peppan_g_24893,peppan_g_31469,peppan_g_36136,peppan_g_36680
IKCLMC_04491,peppan_g_1528,peppan_g_6161,peppan_g_10390,peppan_g_15090,peppan_g_19850,peppan_g_24879,peppan_g_31483,peppan_g_36150,peppan_g_36694
IKCLMC_04492,peppan_g_1527,peppan_g_6160,peppan_g_10391,peppan_g_15091,peppan_g_19849,peppan_g_24878,peppan_g_31484,peppan_g_36151,peppan_g_36695
IKCLMC_04497,peppan_g_1522,peppan_g_6155,peppan_g_10396,peppan_g_15096,peppan_g_19844,peppan_g_24873,peppan_g_31489,peppan_g_36156,peppan_g_36700
IKCLMC_04498,peppan_g_1521,peppan_g_6154,peppan_g_10397,peppan_g_15097,peppan_g_19843,peppan_g_24872,peppan_g_31490,peppan_g_36157,peppan_g_36701
IKCLMC_04503,peppan_g_1517,peppan_g_6150,peppan_g_10401,peppan_g_15101,peppan_g_19839,peppan_g_24868,peppan_g_31494,peppan_g_36161,peppan_g_36705
IKCLMC_04521,peppan_g_1499,peppan_g_6133,peppan_g_10418,peppan_g_15117,peppan_g_19823,peppan_g_24852,peppan_g_31510,peppan_g_36177,peppan_g_36721
IKCLMC_04537,peppan_g_1491,peppan_g_6118,peppan_g_10433,peppan_g_15132,peppan_g_19808,peppan_g_24837,peppan_g_31525,peppan_g_36192,peppan_g_36736
IKCLMC_04563,peppan_g_1466,peppan_g_6093,peppan_g_10462,peppan_g_15157,peppan_g_19783,peppan_g_24812,peppan_g_31550,peppan_g_36217,peppan_g_36765
IKCLMC_04582,peppan_g_1449,peppan_g_6074,peppan_g_10481,peppan_g_15176,peppan_g_19764,peppan_g_24793,peppan_g_31569,peppan_g_36236,peppan_g_36784
IKCLMC_04626,peppan_g_1410,peppan_g_6021,peppan_g_10534,peppan_g_15213,peppan_g_19716,peppan_g_24745,peppan_g_31615,peppan_g_36282,peppan_g_36835
IKCLMC_04636,peppan_g_1401,peppan_g_6011,peppan_g_10544,peppan_g_15223,peppan_g_19706,peppan_g_24735,peppan_g_31625,peppan_g_36292,peppan_g_36845
IKCLMC_04640,peppan_g_1397,peppan_g_6007,peppan_g_10548,peppan_g_15227,peppan_g_19702,peppan_g_24731,peppan_g_31629,peppan_g_36296,peppan_g_36849
IKCLMC_04651,peppan_g_1388,peppan_g_5998,peppan_g_10557,peppan_g_15236,peppan_g_19693,peppan_g_24722,peppan_g_31638,peppan_g_36305,peppan_g_36858
IKCLMC_04656,peppan_g_1383,peppan_g_5993,peppan_g_10562,peppan_g_15241,peppan_g_19688,peppan_g_24717,peppan_g_31643,peppan_g_36310,peppan_g_36863
IKCLMC_04659,peppan_g_1380,peppan_g_5990,peppan_g_10565,peppan_g_15244,peppan_g_19685,peppan_g_24714,peppan_g_31646,peppan_g_36313,peppan_g_36866
IKCLMC_04668,peppan_g_1371,peppan_g_5981,peppan_g_10574,peppan_g_15253,peppan_g_19676,peppan_g_24705,peppan_g_31655,peppan_g_36322,peppan_g_36875
IKCLMC_04670,peppan_g_1369,peppan_g_5979,peppan_g_10576,peppan_g_15255,peppan_g_19674,peppan_g_24703,peppan_g_31657,peppan_g_36324,peppan_g_36877
IKCLMC_04673,peppan_g_1366,peppan_g_5976,peppan_g_10579,peppan_g_15258,peppan_g_19671,peppan_g_24700,peppan_g_31660,peppan_g_36327,peppan_g_36880
IKCLMC_04683,peppan_g_1356,peppan_g_5967,peppan_g_10588,peppan_g_15267,peppan_g_19662,peppan_g_24691,peppan_g_31669,peppan_g_36336,peppan_g_36889
IKCLMC_04687,peppan_g_1304,peppan_g_5963,peppan_g_10592,peppan_g_15271,peppan_g_19658,peppan_g_24687,peppan_g_31673,peppan_g_32034,peppan_g_36893
IKCLMC_04689,peppan_g_1302,peppan_g_5961,peppan_g_10594,peppan_g_15273,peppan_g_19656,peppan_g_24685,peppan_g_31675,peppan_g_32036,peppan_g_36895
IKCLMC_04690,peppan_g_1301,peppan_g_5960,peppan_g_10595,peppan_g_15274,peppan_g_19655,peppan_g_24684,peppan_g_31676,peppan_g_32037,peppan_g_36896
IKCLMC_04695,peppan_g_1297,peppan_g_5956,peppan_g_10599,peppan_g_15278,peppan_g_19651,peppan_g_24680,peppan_g_31680,peppan_g_32041,peppan_g_36900
IKCLMC_04703,peppan_g_1290,peppan_g_5946,peppan_g_10608,peppan_g_15285,peppan_g_19644,peppan_g_24673,peppan_g_31687,peppan_g_32048,peppan_g_36907
IKCLMC_04707,peppan_g_1286,peppan_g_5942,peppan_g_10612,peppan_g_15289,peppan_g_19640,peppan_g_24669,peppan_g_31691,peppan_g_32052,peppan_g_36911
IKCLMC_04709,peppan_g_1284,peppan_g_5940,peppan_g_10614,peppan_g_15291,peppan_g_19638,peppan_g_24667,peppan_g_31693,peppan_g_32054,peppan_g_36913
IKCLMC_04714,peppan_g_1279,peppan_g_5935,peppan_g_10619,peppan_g_15296,peppan_g_19633,peppan_g_24662,peppan_g_31698,peppan_g_32059,peppan_g_36918
IKCLMC_04727,peppan_g_1266,peppan_g_5922,peppan_g_10632,peppan_g_15309,peppan_g_19620,peppan_g_24649,peppan_g_31711,peppan_g_31941,peppan_g_36931
IKCLMC_04850,peppan_g_1159,peppan_g_5806,peppan_g_10748,peppan_g_15427,peppan_g_19502,peppan_g_24531,peppan_g_31827,peppan_g_32726,peppan_g_37126
IKCLMC_04855,peppan_g_1154,peppan_g_5801,peppan_g_10753,peppan_g_15432,peppan_g_19497,peppan_g_24526,peppan_g_31832,peppan_g_32731,peppan_g_37131
IKCLMC_04859,peppan_g_1150,peppan_g_5797,peppan_g_10757,peppan_g_15436,peppan_g_19493,peppan_g_24522,peppan_g_31836,peppan_g_32735,peppan_g_37135
IKCLMC_04896,peppan_g_1114,peppan_g_5761,peppan_g_10793,peppan_g_15480,peppan_g_19457,peppan_g_24486,peppan_g_31872,peppan_g_32321,peppan_g_37170
LNHIMF_00008,peppan_g_7,peppan_g_4512,peppan_g_9050,peppan_g_13557,peppan_g_18182,peppan_g_23277,peppan_g_30236,peppan_g_33847,peppan_g_38428
LNHIMF_00009,peppan_g_8,peppan_g_4513,peppan_g_9051,peppan_g_13558,peppan_g_18183,peppan_g_23278,peppan_g_30235,peppan_g_33846,peppan_g_38427
LNHIMF_00023,peppan_g_22,peppan_g_4527,peppan_g_9065,peppan_g_13572,peppan_g_18197,peppan_g_23292,peppan_g_30221,peppan_g_33832,peppan_g_38413
LNHIMF_00028,peppan_g_27,peppan_g_4532,peppan_g_9070,peppan_g_13577,peppan_g_18202,peppan_g_23297,peppan_g_30216,peppan_g_33827,peppan_g_38408
LNHIMF_00030,peppan_g_29,peppan_g_4534,peppan_g_9072,peppan_g_13579,peppan_g_18204,peppan_g_23299,peppan_g_30214,peppan_g_33825,peppan_g_38406
LNHIMF_00048,peppan_g_47,peppan_g_4552,peppan_g_9090,peppan_g_13597,peppan_g_18222,peppan_g_23317,peppan_g_30196,peppan_g_33807,peppan_g_38389
LNHIMF_00052,peppan_g_50,peppan_g_4555,peppan_g_9093,peppan_g_13600,peppan_g_18225,peppan_g_23320,peppan_g_30193,peppan_g_33804,peppan_g_38386
LNHIMF_00063,peppan_g_61,peppan_g_4566,peppan_g_9104,peppan_g_13611,peppan_g_18236,peppan_g_23331,peppan_g_30182,peppan_g_33793,peppan_g_38375
LNHIMF_00066,peppan_g_64,peppan_g_4569,peppan_g_9107,peppan_g_13614,peppan_g_18239,peppan_g_23334,peppan_g_30179,peppan_g_33790,peppan_g_38372
LNHIMF_00071,peppan_g_69,peppan_g_4574,peppan_g_9112,peppan_g_13619,peppan_g_18245,peppan_g_23339,peppan_g_30174,peppan_g_33785,peppan_g_38367
LNHIMF_00077,peppan_g_75,peppan_g_4580,peppan_g_9118,peppan_g_13625,peppan_g_18251,peppan_g_23345,peppan_g_30168,peppan_g_33779,peppan_g_38361
LNHIMF_00099,peppan_g_95,peppan_g_4600,peppan_g_9138,peppan_g_13642,peppan_g_18271,peppan_g_23365,peppan_g_30148,peppan_g_33759,peppan_g_38341
LNHIMF_00110,peppan_g_109,peppan_g_4611,peppan_g_9152,peppan_g_13653,peppan_g_18282,peppan_g_23376,peppan_g_30137,peppan_g_33748,peppan_g_38330
LNHIMF_00121,peppan_g_118,peppan_g_4620,peppan_g_9161,peppan_g_13663,peppan_g_18291,peppan_g_23385,peppan_g_30127,peppan_g_33739,peppan_g_38320
LNHIMF_00126,peppan_g_123,peppan_g_4625,peppan_g_9166,peppan_g_13668,peppan_g_18296,peppan_g_23390,peppan_g_30122,peppan_g_33734,peppan_g_38315
LNHIMF_00127,peppan_g_124,peppan_g_4626,peppan_g_9167,peppan_g_13669,peppan_g_18297,peppan_g_23391,peppan_g_30121,peppan_g_33733,peppan_g_38314
LNHIMF_00152,peppan_g_149,peppan_g_4649,peppan_g_9192,peppan_g_13694,peppan_g_18320,peppan_g_23414,peppan_g_30098,peppan_g_32599,peppan_g_38289
LNHIMF_00161,peppan_g_157,peppan_g_4657,peppan_g_9200,peppan_g_13702,peppan_g_18328,peppan_g_23422,peppan_g_30090,peppan_g_32591,peppan_g_38281
LNHIMF_00185,peppan_g_176,peppan_g_4680,peppan_g_9230,peppan_g_13727,peppan_g_18352,peppan_g_23446,peppan_g_30065,peppan_g_32566,peppan_g_38256
LNHIMF_00188,peppan_g_179,peppan_g_4683,peppan_g_9233,peppan_g_13730,peppan_g_18355,peppan_g_23449,peppan_g_30062,peppan_g_32556,peppan_g_38246
LNHIMF_00202,peppan_g_193,peppan_g_4697,peppan_g_9240,peppan_g_13737,peppan_g_18362,peppan_g_23456,peppan_g_30055,peppan_g_32549,peppan_g_38239
LNHIMF_00208,peppan_g_199,peppan_g_4703,peppan_g_9246,peppan_g_13743,peppan_g_18368,peppan_g_23462,peppan_g_30049,peppan_g_32543,peppan_g_38233
LNHIMF_00209,peppan_g_200,peppan_g_4704,peppan_g_9255,peppan_g_13752,peppan_g_18377,peppan_g_23471,peppan_g_30040,peppan_g_32534,peppan_g_38224
LNHIMF_00211,peppan_g_202,peppan_g_4706,peppan_g_9257,peppan_g_13754,peppan_g_18379,peppan_g_23473,peppan_g_30038,peppan_g_32532,peppan_g_38222
LNHIMF_00219,peppan_g_209,peppan_g_4714,peppan_g_9265,peppan_g_13762,peppan_g_18386,peppan_g_23480,peppan_g_30031,peppan_g_32525,peppan_g_38215
LNHIMF_00225,peppan_g_214,peppan_g_4719,peppan_g_9270,peppan_g_13767,peppan_g_18391,peppan_g_23485,peppan_g_30026,peppan_g_32520,peppan_g_38210
LNHIMF_00234,peppan_g_222,peppan_g_4727,peppan_g_9278,peppan_g_13775,peppan_g_18399,peppan_g_23493,peppan_g_30018,peppan_g_32512,peppan_g_38202
LNHIMF_00237,peppan_g_225,peppan_g_4730,peppan_g_9281,peppan_g_13778,peppan_g_18402,peppan_g_23496,peppan_g_30015,peppan_g_32006,peppan_g_38199
LNHIMF_00246,peppan_g_234,peppan_g_4738,peppan_g_9289,peppan_g_13786,peppan_g_18410,peppan_g_23504,peppan_g_30007,peppan_g_32014,peppan_g_38191
LNHIMF_00247,peppan_g_235,peppan_g_4739,peppan_g_9290,peppan_g_13787,peppan_g_18411,peppan_g_23505,peppan_g_30006,peppan_g_32015,peppan_g_38190
LNHIMF_00248,peppan_g_236,peppan_g_4740,peppan_g_9291,peppan_g_13788,peppan_g_18412,peppan_g_23506,peppan_g_30005,peppan_g_32016,peppan_g_38189
LNHIMF_00254,peppan_g_243,peppan_g_4746,peppan_g_9297,peppan_g_13794,peppan_g_18418,peppan_g_23512,peppan_g_29999,peppan_g_32025,peppan_g_38183
LNHIMF_00257,peppan_g_246,peppan_g_4749,peppan_g_9300,peppan_g_13797,peppan_g_18421,peppan_g_23515,peppan_g_29996,peppan_g_32028,peppan_g_38180
LNHIMF_00276,peppan_g_2531,peppan_g_4762,peppan_g_9313,peppan_g_13810,peppan_g_18434,peppan_g_23528,peppan_g_29092,peppan_g_35171,peppan_g_38168
LNHIMF_00320,peppan_g_2490,peppan_g_4805,peppan_g_9334,peppan_g_13852,peppan_g_18477,peppan_g_23569,peppan_g_29145,peppan_g_35122,peppan_g_38135
LNHIMF_00340,peppan_g_2467,peppan_g_4828,peppan_g_9348,peppan_g_13865,peppan_g_18490,peppan_g_23582,peppan_g_29158,peppan_g_35109,peppan_g_38112
LNHIMF_00345,peppan_g_2462,peppan_g_4833,peppan_g_9353,peppan_g_13870,peppan_g_18495,peppan_g_23587,peppan_g_29163,peppan_g_35104,peppan_g_38107
LNHIMF_00384,peppan_g_2441,peppan_g_4871,peppan_g_9390,peppan_g_13908,peppan_g_18531,peppan_g_23622,peppan_g_29198,peppan_g_35066,peppan_g_38069
LNHIMF_00394,peppan_g_2432,peppan_g_4880,peppan_g_9399,peppan_g_13917,peppan_g_18540,peppan_g_23631,peppan_g_29207,peppan_g_35057,peppan_g_38060
LNHIMF_00395,peppan_g_2431,peppan_g_4881,peppan_g_9400,peppan_g_13918,peppan_g_18541,peppan_g_23632,peppan_g_29208,peppan_g_35056,peppan_g_38059
LNHIMF_00397,peppan_g_2429,peppan_g_4883,peppan_g_9402,peppan_g_13920,peppan_g_18543,peppan_g_23634,peppan_g_29210,peppan_g_35054,peppan_g_38057
LNHIMF_00399,peppan_g_2427,peppan_g_4885,peppan_g_9404,peppan_g_13922,peppan_g_18545,peppan_g_23636,peppan_g_29212,peppan_g_35052,peppan_g_38055
LNHIMF_00404,peppan_g_2422,peppan_g_4890,peppan_g_9409,peppan_g_13927,peppan_g_18550,peppan_g_23641,peppan_g_29217,peppan_g_35047,peppan_g_38050
LNHIMF_00407,peppan_g_2419,peppan_g_4893,peppan_g_9412,peppan_g_13930,peppan_g_18553,peppan_g_23644,peppan_g_29220,peppan_g_35044,peppan_g_38047
LNHIMF_00409,peppan_g_2417,peppan_g_4895,peppan_g_9414,peppan_g_13932,peppan_g_18555,peppan_g_23646,peppan_g_29222,peppan_g_35042,peppan_g_38045
LNHIMF_00419,peppan_g_2407,peppan_g_4905,peppan_g_9424,peppan_g_13942,peppan_g_18565,peppan_g_23656,peppan_g_29232,peppan_g_35032,peppan_g_38035
LNHIMF_00421,peppan_g_2405,peppan_g_4907,peppan_g_9426,peppan_g_13944,peppan_g_18567,peppan_g_23658,peppan_g_29234,peppan_g_35030,peppan_g_38033
LNHIMF_00423,peppan_g_2403,peppan_g_4909,peppan_g_9428,peppan_g_13946,peppan_g_18569,peppan_g_23660,peppan_g_29236,peppan_g_35028,peppan_g_38031
LNHIMF_00430,peppan_g_2395,peppan_g_4916,peppan_g_9435,peppan_g_13953,peppan_g_18576,peppan_g_23667,peppan_g_29243,peppan_g_35021,peppan_g_38024
LNHIMF_00432,peppan_g_2393,peppan_g_4918,peppan_g_9437,peppan_g_13955,peppan_g_18578,peppan_g_23669,peppan_g_29245,peppan_g_35019,peppan_g_38022
LNHIMF_00437,peppan_g_2386,peppan_g_4923,peppan_g_9442,peppan_g_13962,peppan_g_18585,peppan_g_23676,peppan_g_27187;peppan_g_29252,peppan_g_35012,peppan_g_38015
LNHIMF_00446,peppan_g_2378,peppan_g_4931,peppan_g_9450,peppan_g_13970,peppan_g_18593,peppan_g_23684,peppan_g_29260,peppan_g_35004,peppan_g_38007
LNHIMF_00454,peppan_g_2370,peppan_g_4939,peppan_g_9458,peppan_g_13978,peppan_g_18601,peppan_g_23692,peppan_g_29268,peppan_g_34996,peppan_g_37999
LNHIMF_00463,peppan_g_2358,peppan_g_4948,peppan_g_9469,peppan_g_13989,peppan_g_18612,peppan_g_23703,peppan_g_29279,peppan_g_34985,peppan_g_37988
LNHIMF_00464,peppan_g_2357,peppan_g_4949,peppan_g_9470,peppan_g_13990,peppan_g_18613,peppan_g_23704,peppan_g_29280,peppan_g_34984,peppan_g_37987
LNHIMF_00465,peppan_g_2356,peppan_g_4950,peppan_g_9471,peppan_g_13991,peppan_g_18614,peppan_g_23705,peppan_g_29281,peppan_g_34983,peppan_g_37986
LNHIMF_00472,peppan_g_2349,peppan_g_4957,peppan_g_9478,peppan_g_13998,peppan_g_18621,peppan_g_23712,peppan_g_29288,peppan_g_34976,peppan_g_37979
LNHIMF_00476,peppan_g_2346,peppan_g_4960,peppan_g_9481,peppan_g_14001,peppan_g_18624,peppan_g_23715,peppan_g_29291,peppan_g_34973,peppan_g_37976
LNHIMF_00479,peppan_g_2343,peppan_g_4963,peppan_g_9484,peppan_g_14004,peppan_g_18627,peppan_g_23718,peppan_g_29294,peppan_g_34970,peppan_g_37973
LNHIMF_00483,peppan_g_2338,peppan_g_4967,peppan_g_9488,peppan_g_14008,peppan_g_18631,peppan_g_23722,peppan_g_29298,peppan_g_34966,peppan_g_37969
LNHIMF_00484,peppan_g_2337,peppan_g_4968,peppan_g_9489,peppan_g_14009,peppan_g_18632,peppan_g_23723,peppan_g_29299,peppan_g_34965,peppan_g_37968
LNHIMF_00495,peppan_g_2327,peppan_g_4978,peppan_g_9499,peppan_g_14019,peppan_g_18642,peppan_g_23733,peppan_g_29309,peppan_g_34955,peppan_g_37958
LNHIMF_00504,peppan_g_2318,peppan_g_4987,peppan_g_9508,peppan_g_14028,peppan_g_18651,peppan_g_23742,peppan_g_29318,peppan_g_34946,peppan_g_37949
LNHIMF_00510,peppan_g_2312,peppan_g_4993,peppan_g_9515,peppan_g_14034,peppan_g_18657,peppan_g_23748,peppan_g_29324,peppan_g_34940,peppan_g_37943
LNHIMF_00512,peppan_g_2310,peppan_g_4995,peppan_g_9517,peppan_g_14036,peppan_g_18659,peppan_g_23750,peppan_g_29326,peppan_g_34938,peppan_g_37941
LNHIMF_00521,peppan_g_2301,peppan_g_5004,peppan_g_9526,peppan_g_14045,peppan_g_18668,peppan_g_23759,peppan_g_29335,peppan_g_34929,peppan_g_37932
LNHIMF_00524,peppan_g_2299,peppan_g_5006,peppan_g_9528,peppan_g_14047,peppan_g_18670,peppan_g_23761,peppan_g_29337,peppan_g_34927,peppan_g_37930
LNHIMF_00526,peppan_g_2297,peppan_g_5008,peppan_g_9530,peppan_g_14049,peppan_g_18672,peppan_g_23763,peppan_g_29339,peppan_g_34925,peppan_g_37928
LNHIMF_00529,peppan_g_2294,peppan_g_5011,peppan_g_9533,peppan_g_14052,peppan_g_18675,peppan_g_23766,peppan_g_29342,peppan_g_34922,peppan_g_37925
LNHIMF_00553,peppan_g_2255,peppan_g_5034,peppan_g_9574,peppan_g_14093,peppan_g_18716,peppan_g_23807,peppan_g_29383,peppan_g_34881,peppan_g_37884
LNHIMF_00557,peppan_g_2251,peppan_g_5038,peppan_g_9578,peppan_g_14097,peppan_g_18720,peppan_g_23811,peppan_g_29387,peppan_g_34877,peppan_g_37880
LNHIMF_00558,peppan_g_2250,peppan_g_5039,peppan_g_9579,peppan_g_14098,peppan_g_18721,peppan_g_23812,peppan_g_29388,peppan_g_34876,peppan_g_37879
LNHIMF_00559,peppan_g_2249,peppan_g_5040,peppan_g_9580,peppan_g_14099,peppan_g_18722,peppan_g_23813,peppan_g_29389,peppan_g_34875,peppan_g_37878
LNHIMF_00733,peppan_g_2217,peppan_g_5204,peppan_g_9614,peppan_g_14197,peppan_g_18763,peppan_g_23854,peppan_g_29482,peppan_g_34783,peppan_g_37840
LNHIMF_00746,peppan_g_2204,peppan_g_5217,peppan_g_9627,peppan_g_14210,peppan_g_18776,peppan_g_23867,peppan_g_29495,peppan_g_34770,peppan_g_37827
LNHIMF_00766,peppan_g_2184,peppan_g_5236,peppan_g_9646,peppan_g_14229,peppan_g_18795,peppan_g_23886,peppan_g_29514,peppan_g_34751,peppan_g_37808
LNHIMF_00778,peppan_g_2173,peppan_g_5247,peppan_g_9657,peppan_g_14240,peppan_g_18806,peppan_g_23897,peppan_g_29525,peppan_g_32239,peppan_g_37797
LNHIMF_00789,peppan_g_2162,peppan_g_5258,peppan_g_9668,peppan_g_14251,peppan_g_18817,peppan_g_23908,peppan_g_29536,peppan_g_32228,peppan_g_37786
LNHIMF_00797,peppan_g_2154,peppan_g_5266,peppan_g_9676,peppan_g_14259,peppan_g_18825,peppan_g_23916,peppan_g_29544,peppan_g_32220,peppan_g_37778
LNHIMF_00838,peppan_g_2122,peppan_g_5300,peppan_g_9718,peppan_g_14298,peppan_g_18864,peppan_g_23955,peppan_g_27585,peppan_g_32247,peppan_g_37740
LNHIMF_00844,peppan_g_2116,peppan_g_5306,peppan_g_9724,peppan_g_14304,peppan_g_18870,peppan_g_23961,peppan_g_27579,peppan_g_32253,peppan_g_37734
LNHIMF_00845,peppan_g_2115,peppan_g_5307,peppan_g_9725,peppan_g_14305,peppan_g_18871,peppan_g_23962,peppan_g_27578,peppan_g_32254,peppan_g_37733
LNHIMF_00878,peppan_g_2081,peppan_g_5341,peppan_g_9747,peppan_g_14327,peppan_g_18905,peppan_g_23996,peppan_g_27544,peppan_g_32276,peppan_g_37699
LNHIMF_00885,peppan_g_2075,peppan_g_5347,peppan_g_9753,peppan_g_14333,peppan_g_18911,peppan_g_24002,peppan_g_27538,peppan_g_32282,peppan_g_37693
LNHIMF_00902,peppan_g_2063,peppan_g_5359,peppan_g_9774,peppan_g_14354,peppan_g_18932,peppan_g_24023,peppan_g_28468,peppan_g_32941,peppan_g_37672
