# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_45	cds	395761	396570	-	BENMGJ_02742	310.0	9.4e-105	0.955	0.931	0.619	UniRef:UniRef50_I2B719
contig_45	cds	396570	397394	-	BENMGJ_02743	354.0	3.7e-122	0.934	0.931	0.664	UniRef:UniRef50_A0A0L0AQU3
contig_45	cds	397398	398483	-	BENMGJ_02744	511.0	3.0e-181	0.978	0.972	0.688	UniRef:UniRef50_Q5E3U6
contig_45	cds	398519	399451	-	BENMGJ_02745	355.0	5.9e-121	0.948	0.847	0.616	UniRef:UniRef50_Q0WDE1
contig_45	cds	399617	400168	+	BENMGJ_02746	308.0	4.3e-106	1.0	0.824	0.820	UniRef:UniRef50_P0A8B2
contig_45	cds	400268	400753	-	BENMGJ_02747	193.0	1.3e-61	0.969	0.821	0.654	UniRef:UniRef50_P76502
contig_45	cds	400962	403109	-	BENMGJ_02748	890.0	0.0	1.018	0.933	0.641	UniRef:UniRef50_Q8ZD45
contig_45	cds	403109	404419	-	BENMGJ_02749	568.0	2.8e-200	0.977	0.859	0.683	UniRef:UniRef50_Q8ZD46
contig_45	cds	404596	404880	-	BENMGJ_02750	-	-	-	-	-	-
contig_45	cds	405251	406558	+	BENMGJ_02751	882.0	0.0	1.0	1.0	0.998	BlastRules:WP_001766332
contig_45	cds	406619	407374	-	BENMGJ_02752	400.0	2.9e-140	1.008	0.841	0.735	UniRef:UniRef50_P76506
contig_45	cds	407663	408604	+	BENMGJ_02753	511.0	7.1e-183	0.952	0.987	0.886	UniRef:UniRef50_A0A1Y0L9R0
contig_45	tRNA	408680	408754	+	BENMGJ_02754	68.6	-	-	-	-	-
contig_45	cds	408915	409352	+	BENMGJ_02755	147.0	2.2e-44	0.917	0.911	0.526	UniRef:UniRef50_A0A9N8CK90
contig_45	cds	409432	410094	+	BENMGJ_02756	277.0	4.1e-93	0.927	0.872	0.667	UniRef:UniRef50_A0A484ZUB4
contig_45	cds	410109	411830	-	BENMGJ_02757	755.0	1.6e-269	1.065	0.930	0.621	UniRef:UniRef50_A0AAI8J0P0
contig_45	cds	412104	413534	-	BENMGJ_02758	960.0	0.0	1.0	0.975	1.0	UniRef:UniRef50_A0A5U7UJ39
contig_45	cds	413982	414254	-	BENMGJ_02759	130.0	3.8e-39	1.0	0.841	0.656	UniRef:UniRef50_A0A0P7NJG7
contig_45	cds	414537	417224	-	BENMGJ_02760	1016.0	0.0	1.0	1.003	0.573	UniRef:UniRef50_A0A3F3J643
contig_45	cds	417221	417631	-	BENMGJ_02761	274.0	6.0e-95	1.0	1.0	0.993	UniRef:UniRef50_A0AA44SLW8
contig_45	cds	417624	417860	-	BENMGJ_02762	101.0	2.8e-28	0.846	0.835	0.803	UniRef:UniRef50_A0AA37EPW8
contig_45	cds	417857	418447	-	BENMGJ_02763	273.0	2.1e-92	0.990	0.990	0.722	UniRef:UniRef50_A0A455VZD3
contig_45	ncRNA	418115	418202	-	BENMGJ_02764	81.2	2.3e-13	-	-	-	RFAM:RF01695
contig_45	ncRNA	418283	418360	-	BENMGJ_02765	69.6	1.2e-10	-	-	-	RFAM:RF01394
contig_45	cds	418536	419540	-	BENMGJ_02766	436.0	1.6e-152	0.961	0.939	0.692	UniRef:UniRef50_A7MN35
contig_45	cds	419563	420423	-	BENMGJ_02767	511.0	8.3e-184	0.955	0.935	0.967	UniRef:UniRef50_R8WYP2
contig_45	cds	420441	420668	-	BENMGJ_02768	149.0	3.3e-47	0.987	0.892	1.0	UniRef:UniRef50_A0A455W3K7
contig_45	cds	421265	422203	-	BENMGJ_02769	643.0	4.3e-237	1.0	1.0	0.997	BlastRules:WP_000716007
contig_45	cds	422243	422338	+	BENMGJ_02770	63.2	2.3e-14	1.0	1.0	0.968	UniRef:UniRef50_A0A3S4H9S7
contig_45	cds	422471	423721	-	BENMGJ_02771	831.0	5.7e-308	0.998	1.0	1.0	BlastRules:WP_000930843
contig_45	cds	423708	425714	-	BENMGJ_02772	1239.0	0.0	1.0	1.0	0.997	BlastRules:WP_000678496
contig_45	cds	425711	426985	-	BENMGJ_02773	766.0	1.1e-282	0.936	1.0	0.995	BlastRules:WP_000467983
contig_45	cds	427340	428731	+	BENMGJ_02774	902.0	0.0	1.0	1.0	0.996	BlastRules:WP_000955748
contig_45	cds	428970	429212	-	BENMGJ_02775	102.0	1.1e-28	1.0	1.0	0.650	UniRef:UniRef50_A0AA44LGH2
contig_45	cds	429373	429486	-	BENMGJ_02776	56.2	2.1e-11	0.973	0.837	0.778	UniRef:UniRef50_S5NHH7
contig_45	cds	429734	430654	+	BENMGJ_02777	421.0	1.5e-146	0.980	0.822	0.663	UniRef:UniRef50_P0ACV2
contig_45	cds	431250	431708	-	BENMGJ_02778	325.0	8.3e-117	1.0	1.0	1.0	IS:IS200F
contig_45	ncRNA	431718	431841	-	BENMGJ_02779	149.1	6.5e-24	-	-	-	RFAM:RF01405
contig_45	cds	431887	433125	-	BENMGJ_02780	561.0	2.0e-199	0.954	0.980	0.682	UniRef:UniRef50_A0A2E9GES8
contig_45	cds	433846	434811	-	BENMGJ_02781	440.0	1.6e-153	1.0	0.823	0.660	UniRef:UniRef50_P0A6V8
contig_45	cds	435015	436250	+	BENMGJ_02782	542.0	8.4e-193	0.842	0.991	0.783	UniRef:UniRef50_A0A919I7T6
contig_45	cds	436270	437922	-	BENMGJ_02783	729.0	3.6e-261	0.995	0.989	0.667	UniRef:UniRef50_A0A4R0G599
contig_45	cds	438102	439100	+	BENMGJ_02784	466.0	1.6e-163	0.994	0.866	0.679	UniRef:UniRef50_A0A4Y6UQW3
contig_45	cds	439214	439540	+	BENMGJ_02785	-	-	-	-	-	-
contig_45	cds	439601	440842	-	BENMGJ_02786	773.0	2.4e-285	1.0	1.0	0.998	BlastRules:WP_000131735
contig_45	cds	441185	442387	+	BENMGJ_02787	716.0	6.2e-263	1.0	1.0	0.983	BlastRules:WP_000376337
contig_45	cds	442440	444629	-	BENMGJ_02788	709.0	1.4e-247	0.985	0.960	0.513	UniRef:UniRef50_H5UY16
contig_45	tRNA	444820	444895	-	BENMGJ_02789	75.0	-	-	-	-	-
contig_45	tRNA	444938	445013	-	BENMGJ_02790	75.0	-	-	-	-	-
contig_45	cds	445235	445597	+	BENMGJ_02791	180.0	7.0e-58	0.992	0.875	0.773	UniRef:UniRef50_P0AD37
contig_45	cds	445620	445991	+	BENMGJ_02792	166.0	2.6e-52	1.0	0.820	0.683	UniRef:UniRef50_P27238
contig_45	cds	446045	447460	-	BENMGJ_02793	854.0	4.1e-312	0.996	0.864	0.878	UniRef:UniRef50_P04805
contig_46	cds	21	395	-	BENMGJ_02794	174.0	7.6e-56	0.992	1.088	0.732	UniRef:UniRef50_P35643
contig_46	cds	521	808	-	BENMGJ_02795	143.0	2.3e-44	1.0	0.979	0.789	UniRef:UniRef50_D4BHX5
contig_46	cds	816	1172	-	BENMGJ_02796	141.0	1.6e-42	0.949	0.812	0.643	UniRef:UniRef50_Q8X884
contig_46	cds	1172	1558	-	BENMGJ_02797	239.0	2.7e-81	1.102	1.0	0.908	UniRef:UniRef50_P45532
contig_46	cds	1644	2279	-	BENMGJ_02798	340.0	1.2e-118	0.839	0.908	0.972	UniRef:UniRef50_A0A8S0FJG1
contig_46	cds	2555	3373	-	BENMGJ_02799	349.0	7.1e-120	1.033	0.943	0.690	UniRef:UniRef50_A0A1S1HN77
contig_46	cds	3593	3811	+	BENMGJ_02800	68.9	1.6e-15	0.889	0.889	0.563	UniRef:UniRef50_A7ME27
contig_46	cds	3999	4589	-	BENMGJ_02801	303.0	6.5e-104	1.010	0.822	0.879	UniRef:UniRef50_P0A9K9
contig_46	cds	4684	4884	-	BENMGJ_02802	102.0	6.1e-29	0.985	0.970	0.708	UniRef:UniRef50_J7U711
contig_46	cds	4894	6699	-	BENMGJ_02803	1040.0	0.0	0.993	0.949	0.931	UniRef:UniRef50_P45522
contig_46	cds	6699	7250	-	BENMGJ_02804	250.0	6.2e-84	0.978	0.957	0.665	UniRef:UniRef50_Q8ZJC5
contig_46	cds	7516	9423	+	BENMGJ_02805	1155.0	0.0	1.0	1.039	0.953	UniRef:UniRef50_A0A659RXZ1
contig_46	cds	9586	9807	+	BENMGJ_02806	124.0	2.6e-37	1.151	1.0	0.798	UniRef:UniRef50_A0A485AC42
contig_46	cds	9809	10120	-	BENMGJ_02807	156.0	3.4e-49	0.981	0.990	0.723	UniRef:UniRef50_A0A0J2I9E1
contig_46	cds	10363	11385	+	BENMGJ_02808	480.0	6.7e-170	0.938	0.958	0.687	UniRef:UniRef50_A0A6S6S0M3
contig_46	cds	11382	11600	+	BENMGJ_02809	89.7	1.4e-23	0.972	0.814	0.643	UniRef:UniRef50_Q9KNW8
contig_46	cds	11652	12521	+	BENMGJ_02810	330.0	3.2e-111	0.997	0.845	0.587	UniRef:UniRef50_P19924
contig_46	cds	12617	13021	-	BENMGJ_02811	191.0	6.4e-62	0.993	0.985	0.759	UniRef:UniRef50_Q1ZLV7
contig_46	cds	13329	13961	+	BENMGJ_02812	235.0	6.6e-77	0.948	0.858	0.578	UniRef:UniRef50_A0A109Q9M8
contig_46	cds	14010	16097	+	BENMGJ_02813	1107.0	0.0	1.001	1.0	0.799	UniRef:UniRef50_A0A919HXQ4
contig_46	cds	16140	17357	-	BENMGJ_02814	482.0	3.6e-168	0.995	0.948	0.588	UniRef:UniRef50_W5YGJ0
contig_46	cds	17443	18006	-	BENMGJ_02815	238.0	1.4e-78	1.016	0.837	0.605	UniRef:UniRef50_C9Y253
contig_46	cds	18038	18640	-	BENMGJ_02816	352.0	1.9e-123	1.0	0.893	0.855	UniRef:UniRef50_P20605
contig_46	cds	18630	18902	-	BENMGJ_02817	165.0	4.3e-53	1.0	1.0	0.967	UniRef:UniRef50_A9MMF4
contig_46	cds	18906	19478	-	BENMGJ_02818	319.0	1.1e-110	1.0	0.896	0.853	UniRef:UniRef50_P0AFL3
contig_46	cds	19755	20936	+	BENMGJ_02819	687.0	2.6e-249	1.0	0.949	0.898	UniRef:UniRef50_P60778
contig_46	cds	21199	23742	+	BENMGJ_02820	1643.0	0.0	1.0	1.0	0.954	BlastRules:WP_000049208
contig_46	cds	23739	24065	+	BENMGJ_02821	152.0	3.3e-47	0.981	0.815	0.651	UniRef:UniRef50_A0A085G554
contig_46	cds	24331	25140	+	BENMGJ_02822	502.0	8.3e-181	0.996	0.996	0.914	UniRef:UniRef50_A0A7H0FDE5
contig_46	cds	25152	26525	+	BENMGJ_02823	772.0	2.6e-281	0.998	0.998	0.857	UniRef:UniRef50_A0A0J8VHV6
contig_46	cds	26863	32688	+	BENMGJ_02824	2652.0	0.0	1.087	1.0	0.914	UniRef:UniRef50_P25927
contig_46	ncRNA	32705	32833	-	BENMGJ_02825	159.1	4.9e-24	-	-	-	RFAM:RF02065
contig_46	cds	32881	33051	+	BENMGJ_02826	90.9	1.2e-24	1.0	0.982	0.732	UniRef:UniRef50_D4BBC5
contig_46	cds	33196	34200	-	BENMGJ_02827	592.0	6.9e-213	0.994	0.824	0.895	UniRef:UniRef50_P00954
contig_46	cds	34193	34951	-	BENMGJ_02828	486.0	9.1e-175	1.052	1.0	0.936	UniRef:UniRef50_P32662
contig_46	cds	34944	35621	-	BENMGJ_02829	269.0	1.3e-89	1.062	0.916	0.577	UniRef:UniRef50_P57603
contig_46	cds	35639	36475	-	BENMGJ_02830	370.0	7.1e-128	0.975	0.889	0.672	UniRef:UniRef50_P45454
contig_46	cds	36656	37933	-	BENMGJ_02831	296.0	1.1e-94	1.068	1.039	0.548	UniRef:UniRef50_A0A232GV99
contig_46	cds	38031	39119	-	BENMGJ_02832	592.0	1.1e-212	1.086	0.995	0.786	UniRef:UniRef50_P07639
contig_46	cds	39176	39697	-	BENMGJ_02833	186.0	1.4e-58	0.983	0.821	0.576	UniRef:UniRef50_Q65R34
contig_46	cds	40162	41364	-	BENMGJ_02834	531.0	1.4e-187	0.990	0.959	0.702	UniRef:UniRef50_A0A7L7IMV1
contig_46	cds	41315	41716	-	BENMGJ_02835	261.0	1.0e-89	1.075	1.0	0.909	UniRef:UniRef50_A9MMD6
contig_46	cds	41706	42179	-	BENMGJ_02836	296.0	1.0e-102	1.038	1.0	0.920	UniRef:UniRef50_A0A5Y2QMK0
contig_46	cds	42163	42702	-	BENMGJ_02837	342.0	8.7e-120	1.0	0.821	1.0	UniRef:UniRef50_Q8ZLJ9
contig_46	cds	42702	43481	-	BENMGJ_02838	350.0	1.2e-120	1.081	1.0	0.600	UniRef:UniRef50_A0A0K0HEX2
contig_46	cds	43602	46154	+	BENMGJ_02839	1574.0	0.0	1.0	1.002	0.924	UniRef:UniRef50_A0A1B9JPH8
contig_46	cds	46250	46813	-	BENMGJ_02840	224.0	3.3e-73	0.952	0.809	0.629	UniRef:UniRef50_Q5E1Y8
contig_46	cds	47136	49268	+	BENMGJ_02841	1402.0	0.0	1.0	1.0	1.0	BlastRules:WP_000104094
contig_46	cds	49333	50001	+	BENMGJ_02842	223.0	1.2e-71	0.955	0.902	0.533	UniRef:UniRef50_A0A7Y6NFP5
contig_46	cds	50012	50413	+	BENMGJ_02843	138.0	7.4e-41	0.932	0.810	0.581	UniRef:UniRef50_A0A0F4R6Y8
contig_46	cds	50438	51316	+	BENMGJ_02844	414.0	7.2e-145	0.959	0.897	0.707	UniRef:UniRef50_P44877
contig_46	cds	51425	53134	-	BENMGJ_02845	563.0	4.9e-194	1.118	0.994	0.506	UniRef:UniRef50_P45804
contig_46	cds	53514	55133	+	BENMGJ_02846	961.0	0.0	0.950	0.845	0.916	UniRef:UniRef50_Q5E1X3
contig_46	cds	55208	56560	-	BENMGJ_02847	805.0	2.5e-293	1.171	0.992	0.814	UniRef:UniRef50_P0AEJ4
contig_46	cds	56557	57276	-	BENMGJ_02848	410.0	9.9e-145	0.987	0.840	0.847	UniRef:UniRef50_Q7N9U9
contig_46	cds	57502	57975	+	BENMGJ_02849	267.0	1.1e-91	0.873	1.0	0.956	UniRef:UniRef50_A0A447JB84
contig_46	cds	58074	60404	+	BENMGJ_02850	1130.0	0.0	0.803	0.995	0.933	UniRef:UniRef50_A0A377ZZQ5
contig_46	cds	60841	61068	+	BENMGJ_02851	138.0	1.1e-42	0.987	0.822	0.905	UniRef:UniRef50_P0AEL3
contig_46	cds	61087	63405	+	BENMGJ_02852	1338.0	0.0	0.983	0.938	0.900	UniRef:UniRef50_A0A377YRH3
contig_46	cds	63418	63654	+	BENMGJ_02853	143.0	9.6e-45	1.0	0.848	0.885	UniRef:UniRef50_P64638
contig_46	cds	63889	64803	+	BENMGJ_02854	563.0	1.0e-202	1.026	0.828	0.910	UniRef:UniRef50_P31667
contig_46	cds	64839	65609	-	BENMGJ_02855	391.0	8.5e-137	0.957	0.866	0.780	UniRef:UniRef50_Q8GHL1
contig_46	cds	65647	66330	+	BENMGJ_02856	317.0	2.6e-108	1.0	0.817	0.678	UniRef:UniRef50_P46846
contig_46	cds	66389	66964	+	BENMGJ_02857	210.0	7.5e-70	1.016	1.010	0.546	BlastRules:WP_005410314
contig_46	cds	67341	68657	+	BENMGJ_02858	718.0	8.5e-260	0.952	0.851	0.923	UniRef:UniRef50_P39835
contig_46	cds	68776	70854	-	BENMGJ_02859	1108.0	0.0	1.004	0.923	0.765	UniRef:UniRef50_P15977
contig_46	cds	70864	73257	-	BENMGJ_02860	1498.0	0.0	0.932	0.869	0.991	UniRef:UniRef50_P00490
contig_46	cds	73851	76556	+	BENMGJ_02861	1270.0	0.0	1.003	0.944	0.709	UniRef:UniRef50_Q8ZJI2
contig_46	cds	76644	76919	-	BENMGJ_02862	146.0	1.4e-45	1.0	0.875	0.769	UniRef:UniRef50_Q47149
contig_46	cds	76922	77182	-	BENMGJ_02863	93.6	1.2e-24	1.0	0.819	0.570	UniRef:UniRef50_A1WSS8
contig_46	cds	77291	78352	-	BENMGJ_02864	372.0	7.5e-126	1.204	1.034	0.529	UniRef:UniRef50_Q8ZLI0
contig_46	cds	78356	79573	-	BENMGJ_02865	724.0	3.2e-266	1.007	1.0	0.882	BlastRules:WP_001105504
contig_46	ncRNA	79595	79703	-	BENMGJ_02866	113.5	1.3e-19	-	-	-	RFAM:RF02553
contig_46	tRNA	79648	79768	-	BENMGJ_02867	29.4	-	-	-	-	-
contig_46	ncRNA	79709	79827	-	BENMGJ_02868	72.8	1.1e-11	-	-	-	RFAM:RF02553
contig_46	ncRNA	79831	79908	-	BENMGJ_02869	105.6	9.6e-20	-	-	-	RFAM:RF02565
contig_46	cds	79918	81471	-	BENMGJ_02870	854.0	4.8e-313	0.843	0.995	1.0	UniRef:UniRef50_A0A659R4U0
contig_46	cds	81661	83244	+	BENMGJ_02871	691.0	7.3e-246	1.004	0.876	0.658	UniRef:UniRef50_P38035
contig_46	cds	83241	83999	-	BENMGJ_02872	484.0	1.3e-173	1.0	0.872	0.968	UniRef:UniRef50_A0A3E1ZWK6
contig_46	cds	84093	84923	-	BENMGJ_02873	382.0	3.3e-133	0.996	0.996	0.622	UniRef:UniRef50_A7MGE5
contig_46	cds	84999	85325	-	BENMGJ_02874	137.0	2.2e-41	0.963	0.860	0.635	UniRef:UniRef50_Q15ZU3
contig_46	cds	85524	87032	+	BENMGJ_02875	611.0	5.5e-215	0.974	0.849	0.620	UniRef:UniRef50_P13035
contig_46	cds	87079	87624	-	BENMGJ_02876	370.0	2.7e-131	1.0	1.0	0.972	UniRef:UniRef50_A0A379UYU7
contig_46	cds	87634	88476	-	BENMGJ_02877	-	-	-	-	-	-
contig_46	cds	88693	89232	+	BENMGJ_02878	-	-	-	-	-	-
contig_46	cds	89286	90395	-	BENMGJ_02879	408.0	1.2e-139	0.986	0.881	0.571	UniRef:UniRef50_Q9WYQ4
contig_46	cds	90733	92067	+	BENMGJ_02880	459.0	3.0e-158	0.959	0.951	0.528	UniRef:UniRef50_C0Q0K4
contig_46	cds	92064	93779	+	BENMGJ_02881	694.0	2.9e-246	0.991	0.928	0.594	UniRef:UniRef50_Q8ZLH0
contig_46	cds	93823	94728	+	BENMGJ_02882	355.0	1.9e-121	0.980	0.913	0.559	UniRef:UniRef50_A8ARR9
contig_46	cds	94772	95527	-	BENMGJ_02883	278.0	2.9e-92	0.972	0.878	0.574	UniRef:UniRef50_A8ARR8
contig_46	cds	95705	98152	-	BENMGJ_02884	1371.0	0.0	1.086	1.0	0.766	UniRef:UniRef50_Q6CZK4
contig_46	cds	98172	99605	-	BENMGJ_02885	539.0	4.3e-188	1.059	1.0	0.539	UniRef:UniRef50_Q8ZA78
contig_46	cds	99605	100900	-	BENMGJ_02886	666.0	1.4e-239	0.958	0.868	0.777	UniRef:UniRef50_P0A6V1
contig_46	cds	100915	102891	-	BENMGJ_02887	1188.0	0.0	1.033	1.0	0.815	UniRef:UniRef50_P15067
contig_46	cds	102888	105074	-	BENMGJ_02888	1277.0	0.0	1.0	0.915	0.799	UniRef:UniRef50_Q8GQC5
contig_46	cds	105421	106527	-	BENMGJ_02889	496.0	3.4e-174	0.995	0.855	0.669	UniRef:UniRef50_P30903
contig_46	cds	106951	108291	-	BENMGJ_02890	490.0	9.3e-170	1.065	0.996	0.558	UniRef:UniRef50_P0AC96
contig_46	cds	108288	108821	-	BENMGJ_02891	249.0	2.7e-83	0.989	0.850	0.686	UniRef:UniRef50_P46859
contig_46	cds	108960	109955	-	BENMGJ_02892	535.0	7.5e-191	1.0	0.860	0.801	UniRef:UniRef50_A0A367D0G9
contig_46	cds	110085	110780	-	BENMGJ_02893	380.0	2.5e-134	0.801	1.0	0.968	UniRef:UniRef50_A0A377XB36
contig_46	cds	110904	111941	-	BENMGJ_02894	665.0	1.4e-241	1.0	0.810	0.939	UniRef:UniRef50_P46853
contig_46	cds	112000	112125	+	BENMGJ_02895	89.0	2.5e-24	1.0	1.0	1.0	UniRef:UniRef50_A0A379T4N8
contig_46	ncRNA	112195	112259	-	BENMGJ_02896	85.7	1.7e-13	-	-	-	RFAM:RF00057
contig_46	cds	112410	112898	+	BENMGJ_02897	276.0	1.2e-94	1.0	0.862	0.809	UniRef:UniRef50_P46854
contig_46	cds	113163	114377	+	BENMGJ_02898	772.0	5.9e-283	0.990	0.969	1.0	UniRef:UniRef50_A0A5V0B3I9
contig_46	cds	114393	115154	+	BENMGJ_02899	344.0	4.0e-118	0.972	0.837	0.659	UniRef:UniRef50_V6M4D6
contig_46	cds	115208	116176	+	BENMGJ_02900	-	-	-	-	-	-
contig_46	cds	116176	117210	+	BENMGJ_02901	360.0	9.6e-122	0.988	0.895	0.535	UniRef:UniRef50_K9EGU5
contig_46	cds	117255	118997	-	BENMGJ_02902	620.0	3.2e-216	0.938	0.847	0.597	UniRef:UniRef50_A0A945AJ25
contig_46	cds	119123	119539	+	BENMGJ_02903	130.0	1.9e-37	1.051	0.819	0.621	UniRef:UniRef50_P0ADX7
contig_46	cds	119552	120292	-	BENMGJ_02904	470.0	1.1e-168	1.0	0.980	0.935	UniRef:UniRef50_A0A378A256
contig_46	cds	120289	121359	-	BENMGJ_02905	625.0	1.2e-225	1.003	0.852	0.902	UniRef:UniRef50_P10907
contig_46	cds	121361	122206	-	BENMGJ_02906	292.0	7.7e-97	0.968	0.858	0.555	UniRef:UniRef50_G0AJA1
contig_46	cds	122203	123129	-	BENMGJ_02907	315.0	2.1e-105	0.984	0.904	0.548	UniRef:UniRef50_Q7CRU3
contig_46	cds	123154	124470	-	BENMGJ_02908	814.0	8.5e-297	1.0	0.816	0.890	UniRef:UniRef50_P0AG80
contig_46	cds	124703	124981	-	BENMGJ_02909	175.0	4.6e-57	1.076	1.0	0.899	UniRef:UniRef50_A0A0J1MPT4
contig_46	cds	125145	125858	-	BENMGJ_02910	375.0	5.7e-131	1.207	0.997	0.720	UniRef:UniRef50_P21630
contig_46	cds	125860	126627	-	BENMGJ_02911	486.0	8.1e-177	1.0	1.0	0.961	BlastRules:WP_000082101
contig_46	cds	126624	127901	-	BENMGJ_02912	764.0	1.9e-281	1.0	1.0	0.948	BlastRules:WP_000803813
contig_46	cds	127898	128824	-	BENMGJ_02913	451.0	3.4e-158	1.227	1.0	0.683	UniRef:UniRef50_P0AEX7
contig_46	cds	128884	129993	-	BENMGJ_02914	726.0	3.0e-268	1.0	1.0	0.997	BlastRules:WP_000822976
contig_46	cds	130415	130798	+	BENMGJ_02915	205.0	9.5e-68	0.992	0.969	0.778	UniRef:UniRef50_A0A348D723
contig_46	cds	130994	132091	-	BENMGJ_02916	690.0	5.1e-254	1.0	0.995	0.945	BlastRules:WP_001021996
contig_46	cds	132419	133273	-	BENMGJ_02917	457.0	7.6e-162	1.180	1.0	0.749	UniRef:UniRef50_P50511
contig_46	cds	133519	134574	-	BENMGJ_02918	595.0	2.3e-213	0.997	0.812	0.866	UniRef:UniRef50_P0AC30
contig_46	cds	134567	135235	-	BENMGJ_02919	368.0	2.0e-128	1.207	0.985	0.728	UniRef:UniRef50_P44871
contig_46	cds	135238	136713	-	BENMGJ_02920	-	-	-	-	-	-
contig_46	cds	136839	137435	+	BENMGJ_02921	204.0	4.2e-65	0.934	0.877	0.573	UniRef:UniRef50_A0A853IHG4
contig_46	cds	137425	137694	+	BENMGJ_02922	126.0	8.5e-38	0.955	0.895	0.729	UniRef:UniRef50_A0A0F1ASF5
contig_46	cds	137716	138087	-	BENMGJ_02923	121.0	1.1e-34	0.935	0.827	0.783	UniRef:UniRef50_P37615
contig_46	cds	138229	138855	+	BENMGJ_02924	302.0	3.1e-103	0.986	0.847	0.707	UniRef:UniRef50_I0QMU7
contig_46	cds	138936	141134	+	BENMGJ_02925	785.0	3.1e-276	0.992	0.894	0.602	UniRef:UniRef50_A0A068R6Z5
contig_46	cds	141334	142977	+	BENMGJ_02926	832.0	3.6e-304	1.0	1.0	0.996	BlastRules:WP_000789683
contig_46	cds	143001	143336	-	BENMGJ_02927	-	-	-	-	-	-
contig_46	cds	143416	144081	+	BENMGJ_02928	227.0	1.1e-73	0.923	0.919	0.583	UniRef:UniRef50_A0A378NC70
contig_46	cds	144154	144711	+	BENMGJ_02929	202.0	2.0e-64	0.995	0.833	0.592	UniRef:UniRef50_P0AEE1
contig_46	cds	144715	145974	-	BENMGJ_02930	577.0	3.3e-205	0.940	0.934	0.761	UniRef:UniRef50_H5V3K5
contig_46	cds	146064	147113	+	BENMGJ_02931	639.0	1.7e-231	1.0	0.906	0.997	UniRef:UniRef50_A8AR35
contig_46	cds	147165	147743	+	BENMGJ_02932	300.0	5.7e-103	0.979	0.828	0.793	UniRef:UniRef50_P37623
contig_46	cds	147799	148236	+	BENMGJ_02933	146.0	6.7e-44	0.897	0.872	0.515	UniRef:UniRef50_A6TFA8
contig_46	cds	148338	149462	-	BENMGJ_02934	474.0	2.4e-165	1.0	0.882	0.663	UniRef:UniRef50_A0A6I3T295
contig_46	cds	149462	152203	-	BENMGJ_02935	1287.0	0.0	0.865	0.933	0.842	UniRef:UniRef50_A0A962MAS2
contig_46	cds	152200	153267	-	BENMGJ_02936	295.0	1.7e-95	0.972	0.800	0.510	UniRef:UniRef50_A0A6H9HKJ8
contig_46	cds	153573	154769	-	BENMGJ_02937	645.0	4.8e-232	1.0	0.865	0.781	UniRef:UniRef50_A0A090V3N6
contig_46	cds	155000	156496	+	BENMGJ_02938	716.0	9.5e-258	1.002	0.984	0.737	UniRef:UniRef50_A0A389M6F3
contig_46	cds	156637	156972	-	BENMGJ_02939	196.0	1.0e-64	1.0	0.874	0.829	UniRef:UniRef50_P0A8S5
contig_46	cds	157360	157794	+	BENMGJ_02940	262.0	2.4e-89	1.0	0.818	0.903	UniRef:UniRef50_P44880
contig_46	ncRNA	157878	157945	-	BENMGJ_02941	94.6	9.5e-15	-	-	-	RFAM:RF02063
contig_46	cds	158119	159591	+	BENMGJ_02942	897.0	0.0	1.0	0.948	0.943	UniRef:UniRef50_P36837
contig_46	cds	159683	160441	-	BENMGJ_02943	393.0	6.7e-138	0.996	0.947	0.797	UniRef:UniRef50_C5WC51
contig_46	cds	160448	162490	-	BENMGJ_02944	992.0	0.0	1.0	0.965	0.696	UniRef:UniRef50_A0A0A8VD67
contig_46	cds	162672	163943	-	BENMGJ_02945	424.0	3.0e-144	0.922	0.839	0.569	UniRef:UniRef50_A0A379SN44
contig_46	cds	164154	164996	+	BENMGJ_02946	472.0	3.5e-169	0.825	1.0	0.996	UniRef:UniRef50_A0A377DJR3
contig_46	cds	165101	166453	+	BENMGJ_02947	900.0	0.0	0.998	0.972	0.996	UniRef:UniRef50_P06715
contig_46	cds	166500	167543	-	BENMGJ_02948	350.0	9.1e-118	0.942	0.838	0.557	UniRef:UniRef50_A7ZG80
contig_46	cds	167602	168921	-	BENMGJ_02949	776.0	3.4e-283	0.982	0.949	0.991	UniRef:UniRef50_H5V5W3
contig_46	cds	168975	169820	-	BENMGJ_02950	347.0	4.9e-119	1.028	0.986	0.585	UniRef:UniRef50_D2TKN1
contig_46	cds	169884	170861	-	BENMGJ_02951	602.0	3.4e-218	0.997	0.931	0.907	UniRef:UniRef50_E3EIQ6
contig_46	cds	171037	171756	-	BENMGJ_02952	290.0	2.3e-97	0.979	0.883	0.641	UniRef:UniRef50_A9MLK8
contig_46	cds	172082	173731	+	BENMGJ_02953	1089.0	0.0	0.949	0.839	1.0	UniRef:UniRef50_P62601
contig_46	cds	173744	175333	-	BENMGJ_02954	572.0	3.0e-199	1.068	1.0	0.540	UniRef:UniRef50_A0AAX2EUN4
contig_46	cds	175614	175970	+	BENMGJ_02955	234.0	2.7e-79	0.966	0.857	0.991	UniRef:UniRef50_Q8ZLC6
