#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	2051063	2051785	-	sdiA	1-723/723	===============	0/0	100.00	100.00	card	AE006468.2:2040377-2039654	SdiA is a cell division regulator that is also a positive regulator of AcrAB only when it's expressed from a plasmid. When the sdiA gene is on the chromosome it has no effect on expression of acrAB.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	2145928	2147352	-	MdtK	1-1425/1425	===============	0/0	100.00	99.93	card	CP014358.1:2162750-2161325	A multidrug and toxic compound extrusions (MATE) transporter conferring resistance to norfloxacin doxorubicin and acriflavine.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	2267078	2270199	+	mdtB	1-3122/3123	===============	0/0	99.97	81.29	card	U00096.1:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	2270207	2273254	+	mdtC	7-3054/3078	===============	0/0	99.03	81.56	card	U00096.1:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	2412315	2413958	-	YojI	1-1644/1644	========/======	7/10	99.70	80.11	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	2645199	2648312	+	acrD	1-3114/3114	========/======	2/2	99.97	81.77	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	2981356	2981886	+	emrR	1-531/531	===============	0/0	100.00	85.69	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	2982013	2983185	+	emrA	1-1173/1173	========/======	2/2	99.91	82.37	card	AP009048.1:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	2983202	2984740	+	emrB	1-1539/1539	===============	0/0	100.00	84.21	card	U00096.1:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	3366819	3368275	+	TolC	1-1466/1488	========/======	2/9	97.92	81.65	card	FJ768952.1:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penicillin_beta-lactam;peptide;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	3388824	3389641	-	bacA	1-818/822	========/======	2/2	99.39	85.59	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	3629504	3630136	+	CRP	1-633/633	===============	0/0	100.00	87.84	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penicillin_beta-lactam
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000022165.1_ASM2216v1_genomic.fna	NC_016856.1	4281967	4283333	-	cpxA	1-1367/1374	===============	0/0	99.49	85.08	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	891366	892877	-	mdsC	1-1512/1512	===============	0/0	100.00	100.00	card	AE006468.2:393931-392419	MdsC is the outer membrane channel of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	892840	896007	-	mdsB	1-3168/3168	===============	0/0	100.00	99.91	card	AE006468.2:397061-393893	MdsB is the inner membrane transporter of the multidrug and metal efflux complex MdsABC. mdsB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 (gene name: mexQ) and 2 loci in Pseudomonas aeruginosa LESB58.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	896004	897230	-	mdsA	1-1227/1227	===============	0/0	100.00	98.70	card	AE006468.2:398284-397057	MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	899807	900271	+	golS	1-465/465	===============	0/0	100.00	99.57	card	AE006468.2:400860-401325	GolS is a regulator activated by the presence of golD and promotes the expression of the MdsABC efflux pump.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	1028200	1031331	-	acrB	1-3132/3150	========/======	2/2	99.40	85.76	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	1031354	1032547	-	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	83.00	card	U00096.3:485619-484425	AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	1265241	1265913	-	kdpE	1-673/678	========/======	2/2	99.12	81.45	card	U00096.3:721733-721055	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	1525687	1527435	+	msbA	1-1749/1749	===============	0/0	100.00	85.08	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	1570379	1571468	-	OmpA	18-1125/1125	========/======	4/18	96.89	83.12	card	FO834906.1:2175099-2173974	OmpA is a porin that confers resistance to beta-lactam antibiotics.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	2057045	2057394	-	marA	1-350/384	==============.	0/0	91.15	89.43	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	2167275	2167712	+	AAC(6')-Iy	1-438/438	===============	0/0	100.00	100.00	card	AF144880.1:3541-3979	AAC(6')-Iy is a chromosomal-encoded aminoglycoside acetyltransferase in S. enteritidis and S. enterica. Regulatory mutation required to increase expression of this chromosomally-encoded gene for resistance. In the specific system aminoglycoside resistance was due to a transcriptional fusion secondary to a chromosomal deletion in which the downstream aac(6')-Iy gene was placed under the control of the upstream nmpC promoter.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	2307199	2307612	+	H-NS	1-414/414	===============	0/0	100.00	88.89	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;fluoroquinolone;macrolide;penicillin_beta-lactam;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	2499470	2500192	-	sdiA	1-723/723	===============	0/0	100.00	98.48	card	AE006468.2:2040377-2039654	SdiA is a cell division regulator that is also a positive regulator of AcrAB only when it's expressed from a plasmid. When the sdiA gene is on the chromosome it has no effect on expression of acrAB.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	2553476	2554900	-	MdtK	1-1425/1425	===============	0/0	100.00	99.93	card	CP014358.1:2162750-2161325	A multidrug and toxic compound extrusions (MATE) transporter conferring resistance to norfloxacin doxorubicin and acriflavine.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	2674626	2677747	+	mdtB	1-3122/3123	===============	0/0	99.97	81.23	card	U00096.1:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	2677755	2680802	+	mdtC	7-3054/3078	===============	0/0	99.03	81.40	card	U00096.1:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	2819884	2821527	-	YojI	1-1644/1644	========/======	7/10	99.70	80.35	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	3051405	3054518	+	acrD	1-3114/3114	========/======	2/2	99.97	82.09	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	3336870	3337400	+	emrR	1-531/531	===============	0/0	100.00	85.69	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	3337527	3338699	+	emrA	1-1173/1173	========/======	2/2	99.91	82.28	card	AP009048.1:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	3338716	3340254	+	emrB	1-1539/1539	===============	0/0	100.00	84.34	card	U00096.1:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	3722274	3723730	+	TolC	1-1466/1488	========/======	2/9	97.92	81.79	card	FJ768952.1:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penicillin_beta-lactam;peptide;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	3744266	3745083	-	bacA	1-818/822	========/======	2/2	99.39	85.96	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	3988946	3989578	+	CRP	1-633/633	===============	0/0	100.00	87.84	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penicillin_beta-lactam
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000170215.1_ASM17021v1_genomic.fna	NZ_ABAM02000001.1	4636155	4637521	-	cpxA	1-1367/1374	===============	0/0	99.49	85.15	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000001.1	43152	43874	+	sdiA	1-723/723	===============	0/0	100.00	98.89	card	AE006468.2:2040377-2039654	SdiA is a cell division regulator that is also a positive regulator of AcrAB only when it's expressed from a plasmid. When the sdiA gene is on the chromosome it has no effect on expression of acrAB.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000001.1	248014	248427	-	H-NS	1-414/414	===============	0/0	100.00	89.13	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;fluoroquinolone;macrolide;penicillin_beta-lactam;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000001.1	387901	388338	-	AAC(6')-Iy	1-438/438	===============	0/0	100.00	99.09	card	AF144880.1:3541-3979	AAC(6')-Iy is a chromosomal-encoded aminoglycoside acetyltransferase in S. enteritidis and S. enterica. Regulatory mutation required to increase expression of this chromosomally-encoded gene for resistance. In the specific system aminoglycoside resistance was due to a transcriptional fusion secondary to a chromosomal deletion in which the downstream aac(6')-Iy gene was placed under the control of the upstream nmpC promoter.	aminoglycoside
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000001.1	495419	495802	+	marA	1-384/384	===============	0/0	100.00	86.98	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000002.1	193623	194440	+	bacA	1-818/822	========/======	2/2	99.39	85.96	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000002.1	214985	216441	-	TolC	1-1466/1488	========/======	2/9	97.92	81.65	card	FJ768952.1:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penicillin_beta-lactam;peptide;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000002.1	597367	598905	-	emrB	1-1539/1539	===============	0/0	100.00	84.47	card	U00096.1:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000002.1	598922	600094	-	emrA	1-1173/1173	========/======	2/2	99.91	82.11	card	AP009048.1:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000002.1	600221	600751	-	emrR	1-531/531	===============	0/0	100.00	85.50	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000004.1	473181	473813	-	CRP	1-633/633	===============	0/0	100.00	87.99	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penicillin_beta-lactam
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000005.1	104397	105908	-	mdsC	1-1512/1512	===============	0/0	100.00	99.93	card	AE006468.2:393931-392419	MdsC is the outer membrane channel of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000005.1	105871	109038	-	mdsB	1-3168/3168	===============	0/0	100.00	99.31	card	AE006468.2:397061-393893	MdsB is the inner membrane transporter of the multidrug and metal efflux complex MdsABC. mdsB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 (gene name: mexQ) and 2 loci in Pseudomonas aeruginosa LESB58.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000005.1	109035	110261	-	mdsA	1-1227/1227	===============	0/0	100.00	98.61	card	AE006468.2:398284-397057	MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000005.1	112838	113302	+	golS	1-465/465	===============	0/0	100.00	99.57	card	AE006468.2:400860-401325	GolS is a regulator activated by the presence of golD and promotes the expression of the MdsABC efflux pump.	carbapenem;cephalosporin;monobactam;penicillin_beta-lactam;phenicol
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000005.1	241231	244362	-	acrB	1-3132/3150	========/======	2/2	99.40	85.73	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000005.1	244385	245578	-	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	83.25	card	U00096.3:485619-484425	AcrA is a subunit of the AcrAB-TolC multidrug efflux system found in E. coli.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000005.1	385029	385383	+	ramA	21-375/375	===============	0/0	94.67	80.00	card	JQ727668.1:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;monobactam;penicillin_beta-lactam;phenicol;rifamycin;tetracycline
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000006.1	169533	171176	+	YojI	1-1644/1644	========/======	7/10	99.70	80.23	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000006.1	306969	310016	-	mdtC	7-3054/3078	===============	0/0	99.03	81.50	card	U00096.1:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000006.1	310024	313145	-	mdtB	1-3122/3123	===============	0/0	99.97	81.23	card	U00096.1:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
/home/bailey/Desktop/binf_capstone/data/raw/genomes/filtered_genomes/GCF_000171415.1_ASM17141v1_genomic.fna	NZ_ABEW01000007.1	202348	204096	+	msbA	1-1749/1749	===============	0/0	100.00	85.25	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
