# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_99	cds	52955	54157	-	OEKLIE_02436	540.0	4.1e-191	1.0	0.930	0.633	UniRef:UniRef50_R9M212
contig_99	cds	54172	55497	-	OEKLIE_02437	872.0	0.0	0.991	0.944	1.0	UniRef:UniRef50_A0A7D8EKC4
contig_99	cds	55547	56431	+	OEKLIE_02438	557.0	1.8e-201	0.990	0.960	1.0	UniRef:UniRef50_A0A655EM41
contig_99	cds	56514	57242	+	OEKLIE_02439	304.0	4.0e-103	0.938	0.866	0.639	UniRef:UniRef50_A8H499
contig_99	cds	57598	59883	+	OEKLIE_02440	974.0	0.0	0.992	0.900	0.645	UniRef:UniRef50_P00452
contig_99	cds	59996	61126	+	OEKLIE_02441	743.0	3.3e-271	1.0	0.830	0.981	UniRef:UniRef50_P69924
contig_99	cds	61126	61380	+	OEKLIE_02442	176.0	1.2e-59	1.0	1.0	0.964	BlastRules:WP_000135040
contig_99	cds	61382	62599	-	OEKLIE_02443	717.0	7.0e-261	0.941	0.868	0.997	UniRef:UniRef50_A9MJX9
contig_99	cds	62734	63612	+	OEKLIE_02444	459.0	1.9e-162	0.986	0.909	0.806	UniRef:UniRef50_A0A1M0D660
contig_99	cds	63728	64798	-	OEKLIE_02445	477.0	1.5e-167	0.935	0.881	0.667	UniRef:UniRef50_A0A248ZWH1
contig_99	cds	64803	66161	-	OEKLIE_02446	571.0	2.3e-201	1.051	0.956	0.592	UniRef:UniRef50_P37948
contig_99	cds	66434	68062	+	OEKLIE_02447	897.0	0.0	0.993	0.996	0.816	UniRef:UniRef50_A0AAP2BEL7
contig_99	cds	68052	69311	+	OEKLIE_02448	693.0	5.3e-250	1.0	0.846	0.811	UniRef:UniRef50_P13033
contig_99	cds	69308	70498	+	OEKLIE_02449	629.0	6.7e-226	1.025	0.890	0.727	UniRef:UniRef50_P0A996
contig_99	ncRNA	70501	70780	-	OEKLIE_02450	351.6	5.5e-47	-	-	-	RFAM:RF01391
contig_99	cds	70924	71946	+	OEKLIE_02451	619.0	3.9e-224	1.115	1.0	0.834	UniRef:UniRef50_Q8ZNG2
contig_99	cds	72056	72232	-	OEKLIE_02452	-	-	-	-	-	-
contig_99	cds	72238	73041	-	OEKLIE_02453	441.0	4.7e-156	0.925	0.837	0.866	UniRef:UniRef50_P76469
contig_99	cds	73067	74356	-	OEKLIE_02454	471.0	6.5e-163	0.979	0.901	0.586	UniRef:UniRef50_S2VMA0
contig_99	cds	74412	75617	-	OEKLIE_02455	766.0	1.8e-280	0.938	0.879	0.963	UniRef:UniRef50_P77215
contig_99	cds	75631	76413	-	OEKLIE_02456	493.0	1.0e-176	0.981	0.859	0.980	UniRef:UniRef50_P77732
contig_99	cds	76663	77859	-	OEKLIE_02457	573.0	9.5e-205	0.947	1.0	0.788	UniRef:UniRef50_A0A6N3QNB9
contig_99	cds	77974	78540	-	OEKLIE_02458	378.0	1.0e-133	1.0	0.839	1.0	UniRef:UniRef50_P76471
contig_99	cds	78795	79220	+	OEKLIE_02459	192.0	1.8e-62	0.986	0.979	0.640	UniRef:UniRef50_B7LM80
contig_99	cds	79265	79870	-	OEKLIE_02460	402.0	1.6e-145	1.0	1.0	1.0	BlastRules:WP_000879248
contig_99	cds	80169	81308	+	OEKLIE_02461	511.0	1.3e-180	0.992	0.979	0.660	UniRef:UniRef50_Q4KC84
contig_99	cds	81311	82294	+	OEKLIE_02462	422.0	1.6e-146	0.960	0.818	0.666	UniRef:UniRef50_P77757
contig_99	cds	82291	84273	+	OEKLIE_02463	1103.0	0.0	1.0	0.898	0.794	UniRef:UniRef50_P77398
contig_99	cds	84270	85169	+	OEKLIE_02464	379.0	1.0e-130	0.977	0.898	0.623	UniRef:UniRef50_P76472
contig_99	cds	85166	86812	+	OEKLIE_02465	766.0	3.0e-274	0.967	0.802	0.704	UniRef:UniRef50_Q47377
contig_99	cds	86809	87144	+	OEKLIE_02466	148.0	8.8e-46	0.946	0.882	0.686	UniRef:UniRef50_O52328
contig_99	cds	87144	87521	+	OEKLIE_02467	153.0	5.1e-47	1.0	0.801	0.672	UniRef:UniRef50_P76474
contig_99	cds	87516	87773	-	OEKLIE_02468	180.0	3.2e-59	1.0	0.895	1.0	UniRef:UniRef50_P37589
contig_99	cds	87871	89238	-	OEKLIE_02469	749.0	1.3e-273	0.809	0.992	0.997	UniRef:UniRef50_A0A2X3JSZ2
contig_99	cds	89235	90197	-	OEKLIE_02470	421.0	1.4e-146	0.997	0.914	0.646	UniRef:UniRef50_H2IPR6
contig_99	cds	90197	91054	-	OEKLIE_02471	354.0	5.8e-121	0.965	0.826	0.647	UniRef:UniRef50_P23966
contig_99	cds	91069	91506	-	OEKLIE_02472	-	-	-	-	-	-
contig_99	cds	91475	91828	-	OEKLIE_02473	-	-	-	-	-	-
contig_99	cds	91825	93495	-	OEKLIE_02474	1038.0	0.0	1.0	0.851	0.914	UniRef:UniRef50_P17109
contig_99	cds	93581	94876	-	OEKLIE_02475	563.0	7.0e-201	0.826	1.0	0.778	UniRef:UniRef50_A0A377LYI4
contig_99	cds	94977	95282	-	OEKLIE_02476	-	-	-	-	-	-
contig_99	cds	95337	95798	-	OEKLIE_02477	259.0	3.0e-88	1.0	0.916	0.778	UniRef:UniRef50_A8ADW6
contig_99	cds	95859	96776	+	OEKLIE_02478	608.0	1.3e-223	1.0	1.0	1.0	BlastRules:WP_000419093
contig_99	cds	96842	97843	+	OEKLIE_02479	427.0	1.8e-148	0.973	0.903	0.670	UniRef:UniRef50_A0A0U5L3J3
contig_99	cds	97884	99665	-	OEKLIE_02480	1066.0	0.0	1.032	1.0	0.946	UniRef:UniRef50_A0A2P5GWF3
contig_100	cds	128	2701	-	OEKLIE_02481	1202.0	0.0	0.985	0.976	0.727	UniRef:UniRef50_A0A1G6W1U3
contig_100	ncRNA	2682	2820	-	OEKLIE_02482	125.4	7.0e-23	-	-	-	RFAM:RF02768
contig_100	cds	2831	3562	-	OEKLIE_02483	279.0	7.2e-93	0.984	0.863	0.590	UniRef:UniRef50_A0A6M4GWA4
contig_100	cds	3559	4539	-	OEKLIE_02484	616.0	1.2e-223	1.0	0.934	0.933	UniRef:UniRef50_P33643
contig_100	cds	4671	5408	+	OEKLIE_02485	286.0	8.6e-96	0.976	0.879	0.615	UniRef:UniRef50_P0AC02
contig_100	cds	5680	6018	+	OEKLIE_02486	218.0	6.2e-73	1.0	0.812	1.0	UniRef:UniRef50_P0AD49
contig_100	ncRNA-region	6121	6246	+	-	126.6	1.6e-20	-	-	-	RFAM:RF01859
contig_100	cds	6269	7429	+	OEKLIE_02487	659.0	3.7e-238	0.997	0.889	0.870	UniRef:UniRef50_P0A9J8
contig_100	cds	7390	8298	-	OEKLIE_02488	628.0	2.8e-229	0.997	0.944	0.983	UniRef:UniRef50_P0DOV6
contig_100	cds	8356	9477	-	OEKLIE_02489	661.0	8.7e-240	0.928	0.880	0.977	UniRef:UniRef50_Q7CPZ8
contig_100	cds	9487	10557	-	OEKLIE_02490	677.0	3.6e-249	1.0	1.0	0.961	BlastRules:WP_001168032
contig_100	cds	10997	11515	+	OEKLIE_02491	205.0	4.2e-66	0.977	0.875	0.613	UniRef:UniRef50_H5V653
contig_100	cds	11508	12728	+	OEKLIE_02492	567.0	2.3e-201	1.049	0.970	0.702	UniRef:UniRef50_P46139
contig_100	cds	12885	13232	-	OEKLIE_02493	197.0	1.5e-64	1.261	1.0	0.752	UniRef:UniRef50_Q9CLE0
contig_100	cds	13273	14040	-	OEKLIE_02494	325.0	2.0e-110	0.945	0.809	0.631	UniRef:UniRef50_P43912
contig_100	cds	14085	14633	-	OEKLIE_02495	324.0	5.0e-113	1.0	0.968	0.835	UniRef:UniRef50_Q5E7F1
contig_100	cds	14652	14900	-	OEKLIE_02496	103.0	6.1e-29	0.963	0.840	0.633	UniRef:UniRef50_Q5QUU8
contig_100	cds	15214	16575	-	OEKLIE_02497	546.0	4.7e-192	1.013	0.998	0.627	UniRef:UniRef50_F7XXX9
contig_100	cds	16741	17532	+	OEKLIE_02498	398.0	4.2e-139	0.996	0.837	0.756	UniRef:UniRef50_P64432
contig_100	cds	17597	18838	+	OEKLIE_02499	712.0	2.7e-258	1.075	0.967	0.863	UniRef:UniRef50_P37908
contig_100	cds	18959	19564	+	OEKLIE_02500	382.0	1.1e-134	0.975	0.800	0.959	UniRef:UniRef50_A0A447JE05
contig_100	cds	19599	20189	-	OEKLIE_02501	310.0	3.5e-107	1.005	0.956	0.863	UniRef:UniRef50_A0A807LAV3
contig_100	cds	20312	21190	+	OEKLIE_02502	582.0	6.8e-211	1.0	0.846	0.997	UniRef:UniRef50_P65774
contig_100	cds	21276	22937	+	OEKLIE_02503	780.0	1.3e-280	1.0	0.939	0.734	UniRef:UniRef50_P05824
contig_100	cds	23086	23424	+	OEKLIE_02504	148.0	1.5e-45	0.982	0.815	0.664	UniRef:UniRef50_D1P3C6
contig_100	cds	23590	23880	-	OEKLIE_02505	109.0	8.8e-31	0.958	0.836	0.543	UniRef:UniRef50_A0A448Q3Q1
contig_100	cds	23870	24307	-	OEKLIE_02506	201.0	1.8e-65	0.979	0.826	0.669	UniRef:UniRef50_H2FST7
contig_100	cds	24451	24978	+	OEKLIE_02507	285.0	2.1e-97	0.920	0.801	0.839	UniRef:UniRef50_P0A832
contig_100	cds	25592	37066	+	OEKLIE_02508	6896.0	0.0	1.0	1.0	1.0	BlastRules:WP_001237670
contig_100	ncRNA	37068	37412	-	OEKLIE_02509	421.7	2.2e-56	-	-	-	RFAM:RF01395
contig_100	cds	37131	38540	+	OEKLIE_02510	866.0	1.3e-317	1.030	1.0	0.963	UniRef:UniRef50_A0A085G5N7
contig_100	cds	38537	40717	+	OEKLIE_02511	953.0	0.0	0.931	0.898	0.735	UniRef:UniRef50_A0A6N3B0Z0
contig_100	cds	40698	41888	+	OEKLIE_02512	452.0	7.5e-156	1.0	0.867	0.601	UniRef:UniRef50_A0A5R9RA74
contig_100	tRNA	43794	43874	+	OEKLIE_02514	20.5	-	-	-	-	-
contig_100	cds	44148	44819	+	OEKLIE_02515	329.0	1.8e-113	0.996	0.914	0.662	UniRef:UniRef50_A0AA40NFH5
contig_100	cds	44812	45369	-	OEKLIE_02516	322.0	5.0e-112	0.984	0.910	0.841	UniRef:UniRef50_W1DL13
contig_100	cds	45518	45925	+	OEKLIE_02517	-	-	-	-	-	-
contig_100	cds	45929	46447	-	OEKLIE_02518	215.0	1.9e-70	1.0	0.983	0.610	UniRef:UniRef50_U3U5M6
contig_100	cds	46462	47700	-	OEKLIE_02519	825.0	1.4e-303	0.988	0.947	1.0	UniRef:UniRef50_A0A5U6SXF7
contig_100	cds	47749	48321	+	OEKLIE_02520	368.0	1.8e-132	1.0	1.0	1.0	BlastRules:WP_000190912
contig_100	cds	49285	50400	+	OEKLIE_02521	-	-	1.0	1.0	0.865	NCBIProtein:EOW04219.1
contig_100	cds	50481	54134	+	OEKLIE_02522	-	-	0.994	0.988	0.800	NCBIProtein:AUH19662.1
contig_100	cds	54244	55488	+	OEKLIE_02523	751.0	2.1e-274	1.0	0.981	0.920	UniRef:UniRef50_A9MG41
contig_100	cds	55520	56455	+	OEKLIE_02524	332.0	9.1e-112	0.923	0.867	0.578	UniRef:UniRef50_A0A3N2EU85
contig_100	cds	56497	58671	-	OEKLIE_02525	893.0	0.0	1.015	0.957	0.626	UniRef:UniRef50_S6BLS3
contig_100	cds	59203	59514	-	OEKLIE_02526	155.0	9.3e-49	1.019	0.938	0.695	UniRef:UniRef50_A0A637CPH8
contig_100	cds	59710	60762	-	OEKLIE_02527	360.0	2.5e-124	1.0	1.0	0.980	BlastRules:WP_001738474
contig_100	cds	61281	62210	+	OEKLIE_02528	625.0	4.9e-230	1.0	1.0	1.0	BlastRules:WP_000178733
contig_100	cds	62503	63399	+	OEKLIE_02529	620.0	9.9e-229	1.0	1.0	1.0	VFDB:VFG002302
contig_100	cds	63915	64028	+	OEKLIE_02530	70.5	4.4e-17	1.0	0.902	0.838	UniRef:UniRef50_S5NI77
contig_100	cds	64121	65134	-	OEKLIE_02531	431.0	2.4e-150	0.985	0.971	0.630	UniRef:UniRef50_A0A2X4V224
contig_100	cds	65267	66682	-	OEKLIE_02532	592.0	1.2e-208	0.987	0.884	0.671	UniRef:UniRef50_Q8ZMM5
contig_100	cds	66669	67343	-	OEKLIE_02533	399.0	6.0e-141	1.0	0.907	0.915	UniRef:UniRef50_P0CL17
contig_100	cds	67498	68475	+	OEKLIE_02534	604.0	4.3e-218	0.988	0.819	0.950	UniRef:UniRef50_A0A379WNZ3
contig_100	cds	68490	68921	+	OEKLIE_02535	189.0	7.4e-61	0.958	0.820	0.693	UniRef:UniRef50_C7BT73
contig_100	cds	68932	70446	+	OEKLIE_02536	769.0	2.6e-277	1.119	0.988	0.748	UniRef:UniRef50_K2LWJ3
contig_100	cds	70396	70530	-	OEKLIE_02537	80.5	8.8e-21	1.0	0.800	0.909	UniRef:UniRef50_A0A379WNS4
contig_100	cds	70749	71726	+	OEKLIE_02538	441.0	7.3e-155	0.972	0.963	0.671	UniRef:UniRef50_A0A4D6X3P5
contig_100	cds	71752	73020	+	OEKLIE_02539	783.0	2.9e-286	0.929	0.867	0.995	UniRef:UniRef50_P37339
contig_100	cds	73042	74490	+	OEKLIE_02540	828.0	2.8e-303	0.880	0.968	1.0	UniRef:UniRef50_A0A2X1KUK3
contig_100	cds	74505	75788	+	OEKLIE_02541	668.0	1.6e-242	0.810	1.0	0.997	UniRef:UniRef50_A0A377C5I6
contig_100	cds	75918	77318	+	OEKLIE_02542	581.0	1.8e-204	0.991	0.877	0.667	UniRef:UniRef50_A0AA37RPK3
contig_100	cds	77360	78037	+	OEKLIE_02543	385.0	1.0e-135	1.0	0.978	0.858	UniRef:UniRef50_A0A8B6IVD5
contig_100	cds	78205	78510	-	OEKLIE_02544	-	-	-	-	-	-
contig_100	cds	78610	78768	-	OEKLIE_02545	-	-	-	-	-	-
contig_100	cds	78951	79250	+	OEKLIE_02546	139.0	1.9e-42	0.960	0.856	0.747	UniRef:UniRef50_A0A2X2GFC0
contig_100	cds	79260	79787	+	OEKLIE_02547	233.0	4.2e-77	0.994	0.892	0.701	UniRef:UniRef50_B5RDC8
contig_100	cds	79866	80045	+	OEKLIE_02548	102.0	4.1e-29	0.881	0.825	0.923	UniRef:UniRef50_A0A379UTP8
contig_100	cds	80135	80536	-	OEKLIE_02549	172.0	4.0e-54	0.992	0.825	0.689	UniRef:UniRef50_P18818
contig_100	cds	81235	81684	+	OEKLIE_02550	288.0	2.9e-102	1.0	1.0	1.0	BlastRules:WP_000492669
contig_100	cds	81719	82069	-	OEKLIE_02551	207.0	4.4e-69	0.966	0.982	0.866	UniRef:UniRef50_C5BEX5
contig_100	cds	82231	82557	+	OEKLIE_02552	152.0	1.1e-47	0.852	0.989	0.859	UniRef:UniRef50_A0A379T9Q4
contig_100	cds	82641	83975	-	OEKLIE_02553	712.0	8.2e-258	0.998	0.993	0.801	UniRef:UniRef50_A0A6C6Z604
contig_100	cds	84064	84495	+	OEKLIE_02554	162.0	2.0e-50	0.972	0.986	0.554	UniRef:UniRef50_A0A1D9LHG9
contig_100	cds	84767	85012	+	OEKLIE_02555	130.0	2.0e-39	1.0	0.942	0.765	UniRef:UniRef50_I2B677
contig_100	cds	85009	85419	+	OEKLIE_02556	166.0	9.1e-52	0.993	0.894	0.556	UniRef:UniRef50_A0A133ZD35
contig_100	cds	85419	87536	+	OEKLIE_02557	966.0	0.0	1.223	0.980	0.586	UniRef:UniRef50_P9WH75
contig_100	cds	87547	88506	+	OEKLIE_02558	444.0	2.7e-156	0.984	0.978	0.697	UniRef:UniRef50_A0A2I1IMZ3
contig_100	cds	88861	90063	+	OEKLIE_02559	735.0	2.3e-267	1.0	0.857	0.950	UniRef:UniRef50_P14175
contig_100	cds	90056	91120	+	OEKLIE_02560	382.0	2.1e-130	0.881	0.825	0.647	UniRef:UniRef50_A0A3N2R1M8
contig_100	cds	91190	92185	+	OEKLIE_02561	632.0	1.8e-229	0.985	0.860	0.926	UniRef:UniRef50_Q8ZML1
contig_100	cds	92350	93534	+	OEKLIE_02562	638.0	2.5e-229	0.970	0.825	0.927	UniRef:UniRef50_P76628
contig_100	cds	94031	94561	+	OEKLIE_02563	211.0	1.9e-68	0.960	0.923	0.645	UniRef:UniRef50_A0A1T4N4P6
contig_100	cds	94688	95860	+	OEKLIE_02564	502.0	8.9e-176	1.179	1.0	0.611	UniRef:UniRef50_P27303
contig_100	cds	95877	97415	+	OEKLIE_02565	963.0	0.0	1.0	1.0	0.957	BlastRules:WP_001295176
contig_100	cds	97464	98834	-	OEKLIE_02566	572.0	1.8e-202	1.007	1.018	0.612	UniRef:UniRef50_A7MPW9
contig_100	ncRNA	98983	99157	+	OEKLIE_02567	223.4	2.2e-31	-	-	-	RFAM:RF02073
contig_100	cds	99180	99695	-	OEKLIE_02568	318.0	6.4e-111	1.0	0.859	0.906	UniRef:UniRef50_Q9PN97
contig_100	ncRNA	99763	99835	+	OEKLIE_02569	83.6	2.7e-14	-	-	-	RFAM:RF00078
contig_100	cds	99845	101401	-	OEKLIE_02570	953.0	0.0	1.0	0.917	0.896	UniRef:UniRef50_P0A6W9
contig_100	cds	101478	101903	-	OEKLIE_02571	273.0	7.2e-94	0.993	0.864	0.964	UniRef:UniRef50_H5V5Y4
contig_100	cds	101900	102466	-	OEKLIE_02572	227.0	1.9e-74	1.027	0.990	0.611	UniRef:UniRef50_A0A085G4E0
contig_100	tRNA	102837	102913	-	OEKLIE_02573	85.1	-	-	-	-	-
contig_100	tRNA	103107	103183	-	OEKLIE_02574	85.1	-	-	-	-	-
contig_100	tRNA	103246	103322	-	OEKLIE_02575	85.1	-	-	-	-	-
contig_100	tRNA	103385	103461	-	OEKLIE_02576	85.1	-	-	-	-	-
contig_100	tRNA	103465	103557	-	OEKLIE_02577	83.4	-	-	-	-	-
contig_101	cds	104	2068	+	OEKLIE_02578	1101.0	0.0	0.998	0.899	0.862	UniRef:UniRef50_Q9KNM2
contig_101	cds	2073	2762	+	OEKLIE_02579	403.0	9.8e-143	1.0	0.939	0.900	UniRef:UniRef50_Q6DB63
contig_101	cds	2768	4849	+	OEKLIE_02580	1282.0	0.0	1.0	0.881	0.944	UniRef:UniRef50_P24230
contig_101	cds	4852	5703	-	OEKLIE_02581	396.0	1.2e-137	1.0	0.865	0.686	UniRef:UniRef50_B7LVL5
contig_101	cds	5706	6911	-	OEKLIE_02582	457.0	2.1e-158	1.015	0.964	0.624	UniRef:UniRef50_A0A376VD50
contig_101	cds	7139	8530	+	OEKLIE_02583	838.0	2.9e-309	0.998	0.998	0.952	BlastRules:WP_001295238
contig_101	cds	8651	10360	+	OEKLIE_02584	994.0	0.0	0.979	0.919	0.883	UniRef:UniRef50_P31433
contig_101	cds	10463	12781	-	OEKLIE_02585	887.0	5.0e-316	0.942	0.904	0.572	UniRef:UniRef50_A0A7X7STN3
contig_101	cds	12793	14175	-	OEKLIE_02586	858.0	2.4e-313	1.246	1.0	0.801	UniRef:UniRef50_P31435
contig_101	tRNA	14463	14557	+	OEKLIE_02587	142.5	-	-	-	-	-
contig_101	cds	14874	15218	-	OEKLIE_02588	244.0	8.4e-84	1.0	0.934	1.0	UniRef:UniRef50_A0AAJ1JP90
contig_101	cds	15896	17086	+	OEKLIE_02589	-	-	1.0	1.0	1.0	NCBIProtein:EBA2486913.1
contig_101	cds	17086	17433	+	OEKLIE_02590	-	-	-	-	-	-
contig_101	cds	17620	18657	+	OEKLIE_02591	-	-	1.0	1.0	1.0	NCBIProtein:AAL22613.1
contig_101	cds	18769	18942	-	OEKLIE_02592	-	-	-	-	-	-
contig_101	cds	19956	20573	+	OEKLIE_02593	399.0	7.7e-142	0.980	0.953	0.975	UniRef:UniRef50_V1GZT8
contig_101	cds	20648	23515	+	OEKLIE_02594	1645.0	0.0	1.0	1.0	1.0	VFDB:VFG002304
contig_101	cds	23610	24074	-	OEKLIE_02595	257.0	1.9e-87	1.006	0.923	0.845	UniRef:UniRef50_A0A2I5HQ46
contig_101	cds	24085	24942	-	OEKLIE_02596	592.0	8.4e-216	1.0	0.969	1.0	UniRef:UniRef50_H9L4A6
contig_101	cds	25726	26406	+	OEKLIE_02597	358.0	9.5e-126	0.881	0.980	0.915	UniRef:UniRef50_A0A446CFS7
contig_101	cds	26635	27114	-	OEKLIE_02598	168.0	9.6e-52	1.094	0.906	0.626	UniRef:UniRef50_G8LHN3
contig_101	cds	27315	27407	-	OEKLIE_02599	53.5	1.5e-10	1.0	0.857	1.0	UniRef:UniRef50_A0A6C6Z8W4
contig_101	cds	27429	30155	-	OEKLIE_02600	1717.0	0.0	1.0	1.0	1.0	VFDB:VFG000574
contig_101	cds	30375	31058	-	OEKLIE_02601	436.0	5.1e-158	1.0	0.983	1.0	VFDB:VFG000575
contig_101	ncRNA-region	31242	31354	-	-	125.1	9.7e-20	-	-	-	RFAM:RF02887
contig_101	cds	31579	32481	+	OEKLIE_02602	541.0	4.9e-195	1.0	0.943	0.990	UniRef:UniRef50_O33787
contig_101	cds	32524	33465	-	OEKLIE_02603	420.0	4.7e-147	0.997	1.058	0.705	UniRef:UniRef50_Q32DN3
contig_101	cds	33701	34444	-	OEKLIE_02604	474.0	1.2e-172	1.0	1.0	1.0	BlastRules:WP_001186146
contig_101	cds	34431	35540	-	OEKLIE_02605	705.0	1.0e-259	1.0	1.0	1.0	BlastRules:WP_000188463
contig_101	cds	35544	36401	-	OEKLIE_02606	339.0	1.2e-115	0.947	0.925	0.611	UniRef:UniRef50_A0A542AGN7
contig_101	cds	36401	37150	-	OEKLIE_02607	253.0	1.3e-82	0.980	0.914	0.520	UniRef:UniRef50_R2NSH7
contig_101	cds	37296	37781	-	OEKLIE_02608	323.0	1.9e-113	1.0	0.925	0.994	UniRef:UniRef50_A0A078LI90
contig_101	cds	37792	38217	-	OEKLIE_02609	268.0	3.9e-92	1.099	1.0	0.910	UniRef:UniRef50_A0A0C2A0M6
contig_101	cds	38436	41234	-	OEKLIE_02610	1822.0	0.0	1.0	1.0	1.0	BlastRules:WP_001252662
contig_101	cds	41431	41724	+	OEKLIE_02611	188.0	5.5e-62	1.031	1.0	0.960	UniRef:UniRef50_Q7CPG1
contig_101	cds	41830	43212	+	OEKLIE_02612	661.0	1.2e-236	1.0	0.924	0.667	UniRef:UniRef50_O05508
contig_101	cds	43272	44465	-	OEKLIE_02613	513.0	1.7e-181	0.844	0.963	0.803	UniRef:UniRef50_A0A377UTS3
contig_101	cds	44681	45040	+	OEKLIE_02614	161.0	8.3e-51	0.924	0.917	0.691	UniRef:UniRef50_A0A4C2Z2M1
contig_101	cds	45024	45347	+	OEKLIE_02615	122.0	1.6e-35	0.963	0.880	0.602	UniRef:UniRef50_C5BBX7
contig_101	cds	45438	45707	-	OEKLIE_02616	175.0	3.7e-57	1.0	0.927	1.0	UniRef:UniRef50_A0A486PG94
contig_101	cds	45717	46577	-	OEKLIE_02617	494.0	7.2e-177	1.0	0.963	0.881	UniRef:UniRef50_A0A7D8EI49
contig_101	cds	46640	48124	-	OEKLIE_02618	642.0	1.9e-228	0.994	0.965	0.642	UniRef:UniRef50_A0A376LD31
contig_101	cds	48117	49475	-	OEKLIE_02619	526.0	9.2e-184	0.998	0.926	0.579	UniRef:UniRef50_F5RM46
contig_101	cds	49551	49838	-	OEKLIE_02620	100.0	2.1e-27	0.979	0.912	0.581	UniRef:UniRef50_A0A0R2IZ99
contig_101	cds	49835	50308	-	OEKLIE_02621	202.0	2.2e-65	1.0	0.897	0.624	UniRef:UniRef50_A0A4R1N7F5
contig_101	cds	50326	51069	-	OEKLIE_02622	484.0	2.2e-174	1.0	1.0	0.996	UniRef:UniRef50_A0A4P8SL58
contig_101	cds	51422	51874	-	OEKLIE_02623	182.0	5.8e-58	0.933	0.881	0.650	UniRef:UniRef50_A0A8B6IWN8
contig_101	cds	52067	53458	-	OEKLIE_02624	884.0	0.0	0.998	0.931	0.974	UniRef:UniRef50_P0AGC0
contig_101	cds	53601	54929	-	OEKLIE_02625	804.0	1.8e-293	1.0	0.895	0.889	UniRef:UniRef50_P09836
contig_101	cds	54939	56441	-	OEKLIE_02626	632.0	2.8e-224	0.986	0.955	0.651	UniRef:UniRef50_P09835
contig_101	cds	56441	57031	-	OEKLIE_02627	375.0	2.3e-132	1.0	0.879	0.974	UniRef:UniRef50_P27667
contig_101	cds	57106	58119	-	OEKLIE_02628	562.0	4.2e-203	0.819	0.993	0.982	UniRef:UniRef50_A0A485BCZ6
contig_101	cds	58131	59447	-	OEKLIE_02629	661.0	1.8e-239	0.804	0.997	0.997	UniRef:UniRef50_A0A8S0G4S3
contig_101	cds	59478	60398	-	OEKLIE_02630	380.0	7.0e-131	0.984	0.867	0.618	UniRef:UniRef50_A0A174AFF4
contig_101	cds	60723	61508	+	OEKLIE_02631	290.0	1.0e-96	1.008	0.926	0.567	UniRef:UniRef50_Q67FX0
contig_101	cds	61510	61800	-	OEKLIE_02632	105.0	2.9e-29	0.917	0.800	0.557	UniRef:UniRef50_A0A6S6TUN3
contig_101	cds	61804	63492	-	OEKLIE_02633	649.0	1.4e-228	0.984	0.914	0.586	UniRef:UniRef50_A0A4U9D5U1
contig_101	cds	63599	63697	-	OEKLIE_02634	49.3	7.6e-09	1.0	1.0	0.875	UniRef:UniRef50_R8WKZ8
contig_101	ncRNA	63905	64034	-	OEKLIE_02635	132.2	3.4e-22	-	-	-	RFAM:RF01400
contig_101	cds	64331	64420	+	OEKLIE_02636	37.4	3.5e-04	0.862	0.806	0.960	UniRef:UniRef50_A5A627
contig_101	cds	64540	65373	+	OEKLIE_02637	-	-	-	-	-	-
contig_101	cds	65576	66760	+	OEKLIE_02638	754.0	3.2e-278	1.0	1.0	1.0	BlastRules:WP_000828740
contig_101	cds	66687	67748	-	OEKLIE_02639	540.0	1.4e-192	0.997	0.912	0.756	UniRef:UniRef50_A0A0H3CDG3
contig_101	cds	67836	68759	-	OEKLIE_02640	589.0	2.6e-213	0.997	0.903	0.948	UniRef:UniRef50_P46068
contig_101	cds	68985	70322	+	OEKLIE_02641	589.0	2.0e-209	0.982	0.982	0.725	UniRef:UniRef50_A0A2X2T347
contig_101	cds	70340	71662	+	OEKLIE_02642	507.0	2.2e-176	1.105	1.0	0.566	UniRef:UniRef50_Q8FFF4
contig_101	cds	71744	72274	-	OEKLIE_02643	214.0	5.0e-70	1.0	0.989	0.585	UniRef:UniRef50_J7QIM3
contig_101	cds	72271	72633	-	OEKLIE_02644	185.0	5.5e-60	0.933	0.812	0.830	UniRef:UniRef50_Q329D7
contig_101	cds	72623	72970	-	OEKLIE_02645	123.0	9.0e-36	0.878	0.821	0.604	UniRef:UniRef50_H5V1T0
contig_101	cds	73414	75075	-	OEKLIE_02646	1013.0	0.0	0.969	0.810	0.998	UniRef:UniRef50_P60872
contig_101	cds	75265	75693	-	OEKLIE_02647	182.0	4.1e-58	0.958	0.925	0.654	UniRef:UniRef50_A8G7R9
contig_101	cds	75803	76216	-	OEKLIE_02648	162.0	2.2e-50	1.007	0.986	0.609	UniRef:UniRef50_E0SEQ3
contig_101	ncRNA-region	76210	76283	-	-	95.0	1.8e-15	-	-	-	RFAM:RF01832
contig_101	cds	76568	76858	+	OEKLIE_02649	112.0	5.2e-32	0.938	0.826	0.567	UniRef:UniRef50_H5V1T4
contig_101	cds	76860	78086	-	OEKLIE_02650	576.0	5.9e-206	0.833	0.926	0.779	UniRef:UniRef50_A0A658YVY0
