"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"4.5e-107","308.0",7,"GEGEGB_02569","0.942"
"4.5e-190","530.0",7,"GEGEGB_02891","0.980"
"4.5e-230","648.0",7,"GEGEGB_02375","1.0"
"4.5e-61","190.0",7,"GEGEGB_01225","0.886"
"4.5e-88","258.0",7,"LNHIMF_03457","0.943"
"4.6e-130","380.0",7,"BEJGEH_00437","0.994"
"4.7e-122","351.0",7,"GEGEGB_00990","0.991"
"4.7e-166","472.0",7,"GEGEGB_02668","0.828"
"4.7e-225","612.0",7,"BEJGEH_02052","1.0"
"4.7e-63","194.0",7,"GEGEGB_00978","0.964"
"4.8e-120","349.0",7,"GEGEGB_01375","1.007"
"4.8e-123","363.0",7,"LNHIMF_02958","0.943"
"4.8e-136","394.0",7,"GEGEGB_04418","0.967"
"4.8e-178","499.0",7,"GEGEGB_00463","0.975"
"4.8e-193","535.0",7,"LNHIMF_04224","0.993"
"4.8e-245","665.0",7,"LNHIMF_00258","1.0"
"4.9e-131","376.0",7,"LNHIMF_02486","1.0"
"4.9e-132","377.0",7,"BEJGEH_03712","1.0"
"4.9e-24","88.6",7,"GEGEGB_03231","1.0"
"4.9e-78","231.0",7,"GEGEGB_03144","0.816"
"4.9e-89","268.0",7,"LNHIMF_03981","1.0"
"4.9e-90","271.0",7,"LNHIMF_04599","0.992"
"5.0e-147","422.0",7,"BEJGEH_02329","0.997"
"5.0e-150","433.0",7,"GEGEGB_01200","0.920"
"5.0e-155","436.0",7,"BEJGEH_04303","1.0"
"5.0e-214","590.0",7,"HFCAGB_04724","0.983"
"5.0e-308","852.0",7,"LNHIMF_04350","0.974"
"5.0e-42","138.0",7,"GEGEGB_03392","0.949"
"5.0e-85","251.0",7,"GEGEGB_03840","1.0"
"5.1e-151","418.0",7,"LNHIMF_02923","1.0"
"5.1e-160","447.0",7,"LNHIMF_01856","1.004"
"5.1e-296","810.0",7,"GEGEGB_03042","0.998"
"5.2e-122","354.0",7,"LNHIMF_02513","0.934"
"5.2e-127","377.0",7,"GEGEGB_03220","1.016"
"5.2e-128","367.0",7,"GEGEGB_02058","0.996"
"5.2e-202","558.0",7,"GEGEGB_00695","1.0"
"5.2e-25","94.0",7,"LNHIMF_01651","1.039"
"5.2e-315","852.0",7,"GEGEGB_03019","1.0"
"5.2e-91","270.0",7,"GEGEGB_00572","0.975"
"5.2e-93","273.0",7,"BEJGEH_00548","0.982"
"5.3e-143","402.0",7,"GEGEGB_03896","1.043"
"5.3e-186","509.0",7,"LNHIMF_02921","1.0"
"5.3e-23","85.9",7,"GEGEGB_01130","1.0"
"5.3e-235","640.0",7,"BEJGEH_00525","1.0"
"5.3e-97","282.0",7,"LNHIMF_00521","1.0"
"5.4e-58","180.0",7,"GEGEGB_01471","0.983"
"5.5e-160","449.0",7,"GEGEGB_02046","0.951"
"5.6e-127","362.0",7,"LNHIMF_00392","0.995"
"5.6e-43","140.0",7,"GEGEGB_04395","1.0"
"5.6e-71","216.0",7,"GEGEGB_03050","1.064"
"5.7e-172","488.0",7,"GEGEGB_01828","1.118"
"5.7e-221","608.0",7,"BEJGEH_00016","1.0"
"5.7e-269","740.0",7,"LNHIMF_02691","0.993"
"5.8e-213","589.0",7,"GEGEGB_03880","0.809"
"5.8e-53","159.0",7,"LNHIMF_01468","1.0"
"5.8e-54","169.0",7,"GEGEGB_00278","1.0"
"5.9e-110","325.0",7,"LNHIMF_04422","0.986"
"5.9e-112","324.0",7,"BEJGEH_01630","1.0"
"5.9e-127","368.0",7,"LNHIMF_03035","1.034"
"6.0e-132","382.0",7,"GEGEGB_00003","1.0"
"6.0e-141","399.0",7,"LNHIMF_02812","1.0"
"6.0e-171","495.0",7,"GEGEGB_00728","0.992"
"6.0e-95","268.0",7,"GEGEGB_01026","1.0"
"6.1e-132","377.0",7,"GEGEGB_03782","0.838"
"6.1e-224","618.0",7,"LNHIMF_02251","0.853"
"6.1e-291","797.0",7,"GEGEGB_04858","1.0"
"6.2e-130","368.0",7,"GEGEGB_02474","1.0"
"6.4e-176","490.0",7,"LNHIMF_00877","0.858"
"6.4e-189","528.0",7,"LNHIMF_02655","0.825"
"6.4e-40","134.0",7,"GEGEGB_00394","0.941"
"6.4e-62","191.0",7,"BEJGEH_03488","0.993"
"6.4e-79","236.0",7,"GEGEGB_03079","0.980"
"6.4e-84","252.0",7,"LNHIMF_04412","1.0"
"6.5e-103","305.0",7,"GEGEGB_03135","1.012"
"6.6e-101","291.0",7,"LNHIMF_04471","1.0"
"6.6e-120","347.0",7,"LNHIMF_01419","1.0"
"6.6e-48","153.0",7,"GEGEGB_03704","0.914"
"6.6e-58","179.0",7,"GEGEGB_02301","0.973"
"6.7e-281","782.0",7,"LNHIMF_03255","1.003"
"6.8e-19","76.6",7,"GEGEGB_01702","1.017"
"6.8e-299","814.0",7,"BEJGEH_00984","1.0"
"6.9e-164","452.0",7,"GEGEGB_00963","1.0"
"7.2e-229","644.0",7,"LNHIMF_03243","0.809"
"7.2e-295","809.0",7,"LNHIMF_03290","1.214"
"7.4e-78","224.0",7,"GEGEGB_00869","1.0"
"7.5e-191","535.0",7,"GEGEGB_04196","1.0"
"7.5e-226","616.0",7,"LNHIMF_01706","0.997"
"7.5e-72","218.0",7,"GEGEGB_04743","0.981"
"7.6e-178","488.0",7,"GEGEGB_02276","1.0"
"7.6e-236","642.0",7,"LNHIMF_03663","0.991"
"7.7e-144","398.0",7,"GEGEGB_01328","1.0"
"7.7e-71","216.0",7,"LNHIMF_04017","1.006"
"7.7e-87","265.0",7,"LNHIMF_01965","0.989"
"7.8e-190","535.0",7,"LNHIMF_00943","1.084"
"7.9e-165","454.0",7,"GEGEGB_00552","1.0"
"7.9e-265","746.0",7,"GEGEGB_01104","0.986"
"8.0e-54","160.0",7,"LNHIMF_02906","1.0"
"8.1e-182","513.0",7,"GEGEGB_01159","1.0"
"8.1e-190","532.0",7,"GEGEGB_00326","0.823"
"8.1e-64","193.0",7,"BEJGEH_01582","0.829"
"8.2e-218","607.0",7,"LNHIMF_01411","0.997"
"8.2e-65","200.0",7,"LNHIMF_02861","0.982"
"8.4e-136","388.0",7,"LNHIMF_01018","1.202"
"8.4e-193","542.0",7,"BEJGEH_02428","0.842"
"8.4e-61","191.0",7,"GEGEGB_02606","0.928"
"8.4e-92","268.0",7,"LNHIMF_04601","0.987"
"8.5e-265","748.0",7,"LNHIMF_03408","0.989"
"8.6e-130","371.0",7,"GEGEGB_01935","0.977"
"8.8e-169","476.0",7,"LNHIMF_02620","1.0"
"8.8e-53","158.0",7,"LNHIMF_01287","1.0"
"9.0e-217","600.0",7,"GEGEGB_02622","1.0"
"9.0e-222","624.0",7,"LNHIMF_02952","0.996"
"9.0e-82","259.0",7,"BEJGEH_00748","1.0"
"9.0e-99","291.0",7,"LNHIMF_03966","0.991"
"9.1e-161","456.0",7,"GEGEGB_03509","0.937"
"9.2e-133","385.0",7,"HFCAGB_02742","0.994"
"9.2e-168","464.0",7,"GEGEGB_01109","1.0"
"9.4e-105","310.0",7,"GEGEGB_00521","0.955"
"9.5e-101","295.0",7,"GEGEGB_02473","1.0"
"9.5e-233","642.0",7,"GEGEGB_03805","0.983"
"9.6e-122","360.0",7,"GEGEGB_04187","0.988"
"9.6e-45","143.0",7,"GEGEGB_04218","1.0"
"9.7e-91","264.0",7,"LNHIMF_03084","0.942"
"9.7e-98","276.0",7,"LNHIMF_01450","1.0"
"9.8e-205","573.0",7,"GEGEGB_03491","0.997"
"9.8e-278","775.0",7,"GEGEGB_01155","1.003"
"9.8e-55","172.0",7,"GEGEGB_03214","1.0"
"9.9e-93","270.0",7,"GEGEGB_04222","0.873"
"ATP-dependent RNA helicase-like protein",NA,7,"LNHIMF_03197","SO:0001217, UniRef:UniRef50_A0A4R8ETW0"
"Alternative ribosome-rescue factor A",NA,7,"BEJGEH_03434","SO:0001217, UniRef:UniRef50_A8AQI6"
"Dimethylsulfoxide (DMSO) reductase, A subunit DmsA","dmsA",7,"LNHIMF_04383","SO:0001217, UniRef:UniRef50_I0HQT6"
"DprA winged helix domain-containing protein","dprA",7,"LNHIMF_03450","SO:0001217, UniRef:UniRef50_A0A6N2WU06"
"HAD family phosphatase",NA,7,"GEGEGB_03801","SO:0001217, UniRef:UniRef50_A0A0U0WV38"
"Lead, cadmium, zinc and mercury-transporting ATPase",NA,7,"LNHIMF_03610","SO:0001217, UniRef:UniRef50_A0A068R6Z5"
"Luciferase-like domain-containing protein",NA,7,"GEGEGB_03359","SO:0001217, UniRef:UniRef50_A0A917WTW6"
"Multidrug efflux pump Tap",NA,7,"LNHIMF_00735","SO:0001217, UniRef:UniRef50_A0A379WDU5"
"Pyridoxal kinase PdxY","pdxY",7,"LNHIMF_01500","SO:0001217, UniRef:UniRef50_A0A4T0UYJ7"
"SPI-1 type III secretion system guanine nucleotide exchange factor SopE2","sopE2",7,"LNHIMF_01922","BlastRules:WP_000182072, SO:0001217, UniRef:UniRef50_O52623"
"SPI-2 type III secretion system apparatus lipoprotein SsaJ","ssaJ",7,"LNHIMF_01457","BlastRules:WP_000862874, SO:0001217, UniRef:UniRef50_P74852"
"SsrAB-activated protein",NA,7,"GEGEGB_01583","SO:0001217, UniRef:UniRef50_H5V7A0"
"UPF0509 protein YciZ","yciZ",7,"GEGEGB_01702","SO:0001217, UniRef:UniRef50_B7LRZ3"
"UPF0716 protein FxsA","fxsA",7,"LNHIMF_04417","SO:0001217, UniRef:UniRef50_P37147"
"YdcY family protein","ydcY",7,"LNHIMF_01651","SO:0001217, UniRef:UniRef50_B7LQS6"
"citrate/succinate antiporter CitT","citT",7,"LNHIMF_00761","BlastRules:WP_000050323, SO:0001217, UniRef:UniRef50_P0AE74"
"multidrug efflux transporter outer membrane subunit MdsC","mdsC",7,"LNHIMF_00377","BlastRules:WP_001521068, SO:0001217, UniRef:UniRef50_Q7VZD2"
"1.0e-133","378.0",6,"BEJGEH_02317","1.0"
"1.0e-142","402.0",6,"GEGEGB_01672","0.860"
"1.0e-188","541.0",6,"LNHIMF_04433","0.996"
"1.0e-213","592.0",6,"HFCAGB_04663","1.0"
"1.1e-111","324.0",6,"GEGEGB_02530","1.0"
"1.1e-128","364.0",6,"LNHIMF_01250","1.0"
"1.1e-157","451.0",6,"HFCAGB_00381","1.101"
"1.1e-206","574.0",6,"GEGEGB_04123","0.997"
"1.1e-212","605.0",6,"BEJGEH_00074","1.002"
"1.1e-221","629.0",6,"GEGEGB_03332","0.985"
"1.1e-241","666.0",6,"BEJGEH_02077","0.991"
"1.1e-269","737.0",6,"LNHIMF_03748","0.992"
"1.1e-58","184.0",6,"GEGEGB_04678","0.987"
"1.1e-60","187.0",6,"LNHIMF_04253","1.0"
"1.1e-88","263.0",6,"GEGEGB_01801","1.0"
"1.2e-137","389.0",6,"GEGEGB_00265","0.817"
"1.2e-162","458.0",6,"AJBGEP_03884","1.0"
"1.2e-176","491.0",6,"AJBGEP_01366","0.803"
"1.2e-234","650.0",6,"GEGEGB_00360","0.977"
"1.2e-261","726.0",6,"GEGEGB_00006","1.0"
"1.2e-30","108.0",6,"GEGEGB_03213","0.915"
"1.3e-101","287.0",6,"LNHIMF_02901","1.0"
"1.3e-105","306.0",6,"GEGEGB_01023","1.0"
"1.3e-115","330.0",6,"LNHIMF_04648","0.994"
"1.3e-132","385.0",6,"GEGEGB_04022","1.006"
"1.3e-147","420.0",6,"GEGEGB_00193","0.845"
"1.3e-162","471.0",6,"LNHIMF_02423","0.979"
"1.3e-167","471.0",6,"GEGEGB_01489","0.887"
"1.3e-173","484.0",6,"BEJGEH_03552","1.0"
"1.3e-193","536.0",6,"LNHIMF_00106","1.0"
"1.3e-240","662.0",6,"GEGEGB_02137","0.828"
"1.3e-279","778.0",6,"GEGEGB_04427","0.984"
"1.3e-309","847.0",6,"LNHIMF_03263","0.985"
"1.3e-94","284.0",6,"HFCAGB_03242","0.984"
"1.3e-97","276.0",6,"GEGEGB_02940","1.0"
"1.4e-108","310.0",6,"HFCAGB_00746","1.0"
"1.4e-132","391.0",6,"HFCAGB_03129","1.194"
"1.4e-145","410.0",6,"BEJGEH_04338","1.0"
"1.4e-146","421.0",6,"LNHIMF_02025","0.997"
"1.4e-196","546.0",6,"GEGEGB_03695","1.0"
"1.4e-219","606.0",6,"LNHIMF_00447","1.0"
"1.4e-239","651.0",6,"LNHIMF_02576","0.997"
"1.4e-89","272.0",6,"GEGEGB_00307","1.0"
"1.5e-111","327.0",6,"BEJGEH_04366","1.004"
"1.5e-125","367.0",6,"LNHIMF_00179","0.977"
"1.5e-206","574.0",6,"GEGEGB_04752","0.937"
"1.5e-228","631.0",6,"HFCAGB_01979","1.116"
"1.5e-46","154.0",6,"LNHIMF_00933","0.959"
"1.5e-67","208.0",6,"LNHIMF_02007","0.976"
"1.5e-76","230.0",6,"BEJGEH_03422","1.0"
"1.5e-79","238.0",6,"HFCAGB_00961","0.924"
"1.6e-146","422.0",6,"LNHIMF_02431","0.960"
"1.6e-148","423.0",6,"LNHIMF_01799","0.979"
"1.6e-177","507.0",6,"HFCAGB_00693","0.983"
"1.6e-197","555.0",6,"LNHIMF_04436","1.009"
"1.6e-46","150.0",6,"LNHIMF_01550","1.0"
"1.6e-61","192.0",6,"LNHIMF_03197","0.988"
"1.7e-154","443.0",6,"BEJGEH_04643","0.994"
"1.7e-156","441.0",6,"LNHIMF_01075","1.0"
"1.7e-165","471.0",6,"BEJGEH_03762","0.963"
"1.7e-181","513.0",6,"GEGEGB_03945","0.844"
"1.7e-226","640.0",6,"LNHIMF_01418","0.982"
"1.7e-231","639.0",6,"GEGEGB_04156","1.0"
"1.7e-244","678.0",6,"BEJGEH_03763","0.991"
"1.7e-316","855.0",6,"GEGEGB_02077","1.0"
"1.7e-94","282.0",6,"GEGEGB_01763","1.055"
"1.8e-126","357.0",6,"LNHIMF_02859","1.0"
"1.8e-130","374.0",6,"LNHIMF_00919","0.992"
"1.8e-138","398.0",6,"BEJGEH_01760","0.835"
"1.8e-145","422.0",6,"GEGEGB_03678","0.973"
"1.8e-156","442.0",6,"GEGEGB_02149","0.843"
"1.8e-187","527.0",6,"GEGEGB_03068","0.971"
"1.8e-194","542.0",6,"BEJGEH_03228","0.947"
"1.8e-207","580.0",6,"GEGEGB_03906","0.833"
"1.8e-223","619.0",6,"GEGEGB_02105","1.202"
"1.8e-225","622.0",6,"GEGEGB_04375","1.006"
"1.8e-31","110.0",6,"GEGEGB_00687","0.976"
"1.8e-56","178.0",6,"GEGEGB_01313","1.0"
"1.8e-97","281.0",6,"GEGEGB_02663","1.0"
"1.9e-146","414.0",6,"AJBGEP_00796","0.845"
"1.9e-281","764.0",6,"GEGEGB_04176","1.0"
"1.9e-42","139.0",6,"HFCAGB_02997","0.960"
"1.9e-87","255.0",6,"GEGEGB_01589","1.0"
"2.0e-113","327.0",6,"GEGEGB_00876","1.0"
"2.0e-154","434.0",6,"HFCAGB_00022","1.158"
"2.0e-188","537.0",6,"GEGEGB_03070","0.962"
"2.0e-206","573.0",6,"GEGEGB_01370","0.984"
"2.0e-241","663.0",6,"AJBGEP_04570","0.938"
"2.0e-292","812.0",6,"LNHIMF_01590","0.988"
"2.0e-301","815.0",6,"LNHIMF_02947","1.0"
"2.0e-39","130.0",6,"LNHIMF_02834","1.0"
"2.0e-48","153.0",6,"LNHIMF_03684","1.0"
"2.0e-51","160.0",6,"LNHIMF_01195","1.0"
"2.0e-70","216.0",6,"HFCAGB_01283","0.973"
"2.0e-75","231.0",6,"LNHIMF_03401","0.950"
"2.1e-143","412.0",6,"GEGEGB_00293","1.066"
"2.1e-186","525.0",6,"LNHIMF_03047","0.971"
"2.1e-92","271.0",6,"LNHIMF_00543","0.982"
"2.2e-110","324.0",6,"LNHIMF_00911","0.977"
"2.2e-117","337.0",6,"LNHIMF_01197","1.0"
"2.2e-145","409.0",6,"BEJGEH_04689","0.928"
"2.2e-146","422.0",6,"GEGEGB_00605","0.963"
"2.2e-155","444.0",6,"LNHIMF_01648","1.003"
"2.2e-217","593.0",6,"LNHIMF_01228","1.0"
"2.2e-241","662.0",6,"LNHIMF_00991","0.930"
"2.2e-301","813.0",6,"HFCAGB_01885","1.0"
"2.3e-107","309.0",6,"LNHIMF_02506","0.988"
"2.3e-112","325.0",6,"AJBGEP_02205","1.0"
"2.3e-183","502.0",6,"LNHIMF_02879","1.0"
"2.3e-45","144.0",6,"GEGEGB_01575","1.0"
"2.4e-134","384.0",6,"GEGEGB_02964","0.964"
"2.4e-136","390.0",6,"LNHIMF_03554","0.957"
"2.4e-151","439.0",6,"LNHIMF_00138","1.146"
"2.4e-202","565.0",6,"GEGEGB_03864","1.0"
"2.4e-216","591.0",6,"LNHIMF_01227","1.0"
"2.4e-248","700.0",6,"GEGEGB_04629","0.982"
"2.4e-59","183.0",6,"LNHIMF_04635","0.991"
"2.5e-109","324.0",6,"GEGEGB_01644","0.820"
"2.5e-134","380.0",6,"GEGEGB_04195","0.801"
"2.5e-149","429.0",6,"LNHIMF_03961","0.960"
"2.5e-245","665.0",6,"GEGEGB_01694","1.0"
"2.5e-44","142.0",6,"BEJGEH_03403","1.0"
"2.6e-119","349.0",6,"BEJGEH_00157","1.027"
"2.6e-122","359.0",6,"GEGEGB_02879","0.997"
"2.6e-195","553.0",6,"LNHIMF_02036","0.973"
"2.6e-213","588.0",6,"BEJGEH_03716","0.986"
"2.7e-101","293.0",6,"LNHIMF_03759","0.994"
"2.7e-113","327.0",6,"GEGEGB_01753","0.966"
"2.7e-120","345.0",6,"LNHIMF_03539","0.995"
"2.7e-123","362.0",6,"GEGEGB_01325","0.991"
"2.7e-164","469.0",6,"GEGEGB_01536","0.936"
"2.7e-205","582.0",6,"HFCAGB_01686","0.992"
"2.7e-268","726.0",6,"GEGEGB_02038","1.0"
"2.8e-193","529.0",6,"GEGEGB_02903","1.0"
"2.8e-35","119.0",6,"LNHIMF_00729","0.972"
"2.9e-115","334.0",6,"LNHIMF_00098","1.0"
"2.9e-132","390.0",6,"LNHIMF_02955","1.194"
"2.9e-141","405.0",6,"GEGEGB_00458","0.979"
"3.0e-238","668.0",6,"BEJGEH_04177","0.991"
"3.0e-260","734.0",6,"GEGEGB_03492","1.002"
"3.0e-279","773.0",6,"LNHIMF_00076","0.976"
"3.1e-142","401.0",6,"LNHIMF_01501","1.0"
"3.1e-186","521.0",6,"LNHIMF_00170","0.991"
"3.1e-250","690.0",6,"LNHIMF_00822","1.035"
"3.1e-70","210.0",6,"LNHIMF_04073","1.0"
"3.1e-94","282.0",6,"LNHIMF_03051","0.974"
"3.2e-128","367.0",6,"LNHIMF_04652","0.982"
"3.2e-186","532.0",6,"GEGEGB_00379","0.978"
"3.3e-133","382.0",6,"LNHIMF_03562","0.996"
"3.3e-163","472.0",6,"GEGEGB_02185","0.944"
"3.4e-217","603.0",6,"GEGEGB_00283","0.997"
"3.4e-315","860.0",6,"GEGEGB_01680","1.077"
"3.4e-80","238.0",6,"HFCAGB_04600","1.0"
"3.5e-136","393.0",6,"GEGEGB_00065","0.993"
"3.5e-95","281.0",6,"GEGEGB_03443","0.995"
"3.6e-237","654.0",6,"BEJGEH_02094","0.938"
"3.6e-33","116.0",6,"LNHIMF_02006","0.811"
"3.6e-71","218.0",6,"GEGEGB_01869","0.983"
"3.7e-154","431.0",6,"GEGEGB_01321","0.845"
"3.7e-182","513.0",6,"LNHIMF_02514","0.978"
"3.7e-32","111.0",6,"LNHIMF_02068","1.0"
"3.7e-50","160.0",6,"LNHIMF_01689","0.921"
"3.8e-141","390.0",6,"HFCAGB_03075","1.0"
"3.8e-156","456.0",6,"BEJGEH_01541","1.021"
"3.8e-263","725.0",6,"HFCAGB_04297","0.949"
"3.9e-164","464.0",6,"GEGEGB_03071","0.990"
"3.9e-21","80.5",6,"LNHIMF_04639","1.0"
"3.9e-210","588.0",6,"GEGEGB_03550","1.184"
"4.0e-153","444.0",6,"GEGEGB_02664","1.029"
"4.0e-163","457.0",6,"BEJGEH_04418","1.159"
"4.0e-97","293.0",6,"GEGEGB_04403","0.963"
"4.1e-210","585.0",6,"GEGEGB_03038","1.005"
"4.3e-127","364.0",6,"GEGEGB_02559","0.996"
"4.3e-85","251.0",6,"LNHIMF_01901","1.0"
"4.4e-100","291.0",6,"GEGEGB_01042","1.0"
"4.4e-131","386.0",6,"LNHIMF_01838","0.995"
"4.4e-154","445.0",6,"LNHIMF_03962","0.981"
"4.4e-176","501.0",6,"LNHIMF_01885","0.995"
"4.5e-217","592.0",6,"GEGEGB_01821","1.0"
"4.5e-59","184.0",6,"BEJGEH_01000","1.007"
"4.5e-79","241.0",6,"GEGEGB_01504","0.969"
"4.6e-174","499.0",6,"BEJGEH_01462","0.950"
"4.6e-304","832.0",6,"GEGEGB_03545","0.996"
"4.6e-98","293.0",6,"BEJGEH_02908","0.996"
"4.7e-147","420.0",6,"BEJGEH_03812","0.997"
"4.7e-153","447.0",6,"GEGEGB_01925","0.980"
"4.7e-156","441.0",6,"LNHIMF_02422","0.925"
"4.8e-103","298.0",6,"BEJGEH_01778","0.988"
"4.8e-144","411.0",6,"LNHIMF_04001","0.996"
"4.8e-41","132.0",6,"GEGEGB_03877","1.0"
"4.8e-91","273.0",6,"LNHIMF_04615","0.982"
"4.9e-118","343.0",6,"GEGEGB_00805","1.105"
"4.9e-165","472.0",6,"GEGEGB_02614","0.989"
"5-formyltetrahydrofolate cyclo-ligase",NA,6,"GEGEGB_03130","SO:0001217, UniRef:UniRef50_A6VM34"
"5.0e-135","386.0",6,"GEGEGB_00895","1.0"
"5.0e-136","393.0",6,"LNHIMF_00062","0.993"
"5.0e-189","527.0",6,"GEGEGB_00850","0.993"
"5.0e-238","660.0",6,"LNHIMF_02255","1.086"
"5.0e-51","164.0",6,"LNHIMF_02833","0.972"
"5.0e-97","280.0",6,"BEJGEH_00328","1.0"
"5.1e-145","410.0",6,"BEJGEH_04124","1.0"
"5.1e-269","735.0",6,"HFCAGB_02618","0.995"
"5.1e-293","794.0",6,"BEJGEH_04313","1.0"
"5.1e-59","186.0",6,"LNHIMF_02673","1.035"
"5.3e-135","384.0",6,"GEGEGB_02225","0.940"
"5.3e-304","832.0",6,"GEGEGB_02355","1.0"
"5.5e-317","861.0",6,"GEGEGB_03199","1.042"
"5.5e-56","175.0",6,"LNHIMF_02504","0.968"
"5.6e-214","590.0",6,"BEJGEH_02353","0.984"
"5.7e-101","292.0",6,"GEGEGB_04281","1.0"
"5.7e-179","506.0",6,"LNHIMF_01341","0.934"
"5.8e-66","204.0",6,"GEGEGB_00009","0.920"
"5.9e-105","302.0",6,"LNHIMF_03189","1.085"
"5.9e-283","772.0",6,"BEJGEH_03578","0.990"
"5.9e-85","250.0",6,"LNHIMF_03196","0.835"
"5.9e-95","277.0",6,"GEGEGB_00128","1.0"
"6.0e-89","270.0",6,"BEJGEH_00751","0.939"
"6.1e-264","728.0",6,"LNHIMF_01331","1.091"
"6.2e-19","75.1",6,"GEGEGB_04104","1.0"
"6.2e-263","716.0",6,"BEJGEH_02433","1.0"
"6.2e-38","127.0",6,"GEGEGB_04317","1.045"
"6.3e-27","99.8",6,"GEGEGB_01274","0.948"
"6.3e-282","762.0",6,"BEJGEH_00703","1.0"
"6.3e-48","155.0",6,"BEJGEH_01007","1.056"
"6.4e-116","324.0",6,"GEGEGB_00147","1.0"
"6.4e-120","345.0",6,"LNHIMF_00789","1.0"
"6.4e-137","387.0",6,"GEGEGB_03641","0.996"
"6.4e-157","450.0",6,"LNHIMF_00913","0.994"
"6.4e-97","291.0",6,"BEJGEH_01517","0.927"
"6.6e-246","682.0",6,"GEGEGB_01919","1.068"
"6.7e-135","388.0",6,"BEJGEH_02031","0.877"
"6.9e-179","500.0",6,"BEJGEH_04281","0.912"
"6.9e-192","535.0",6,"BEJGEH_03946","0.990"
"6.9e-52","170.0",6,"LNHIMF_00791","0.857"
"6.9e-56","173.0",6,"GEGEGB_02602","1.0"
"6.9e-75","226.0",6,"LNHIMF_01743","0.994"
"7.0e-144","403.0",6,"BEJGEH_04331","1.0"
"7.0e-201","563.0",6,"BEJGEH_02333","0.826"
"7.0e-90","266.0",6,"GEGEGB_03640","1.0"
"7.1e-141","390.0",6,"LNHIMF_03422","1.0"
"7.1e-219","622.0",6,"GEGEGB_00116","0.989"
"7.2e-216","588.0",6,"LNHIMF_02900","1.0"
"7.2e-73","218.0",6,"BEJGEH_04437","0.858"
"7.3e-229","629.0",6,"BEJGEH_00123","1.0"
"7.4e-118","336.0",6,"BEJGEH_00208","1.068"
"7.4e-131","373.0",6,"LNHIMF_01474","0.991"
"7.5e-154","436.0",6,"GEGEGB_00956","0.993"
"7.6e-158","444.0",6,"HFCAGB_03934","0.988"
"7.6e-202","551.0",6,"LNHIMF_02895","1.0"
"7.7e-142","399.0",6,"LNHIMF_03796","0.980"
"7.7e-212","588.0",6,"LNHIMF_01717","0.957"
"7.8e-106","318.0",6,"LNHIMF_00733","0.960"
"7.8e-146","402.0",6,"GEGEGB_00859","1.0"
"7.8e-318","890.0",6,"GEGEGB_03694","1.040"
"7.9e-155","427.0",6,"GEGEGB_01352","1.0"
"7.9e-81","243.0",6,"LNHIMF_00177","0.989"
"8.0e-202","558.0",6,"GEGEGB_02124","0.957"
"8.1e-177","486.0",6,"GEGEGB_04177","1.0"
"8.1e-303","829.0",6,"LNHIMF_00978","1.200"
"8.2e-211","586.0",6,"GEGEGB_02103","0.991"
"8.2e-300","814.0",6,"HFCAGB_01962","0.998"
"8.3e-293","816.0",6,"LNHIMF_02360","0.978"
"8.3e-87","254.0",6,"GEGEGB_03348","1.115"
"8.4e-111","320.0",6,"LNHIMF_03415","1.0"
"8.4e-35","120.0",6,"GEGEGB_03167","1.021"
"8.4e-60","184.0",6,"GEGEGB_01067","0.957"
"8.4e-89","261.0",6,"GEGEGB_02319","0.924"
"8.9e-70","217.0",6,"HFCAGB_03248","0.981"
"9.0e-164","459.0",6,"LNHIMF_02485","0.996"
"9.0e-197","553.0",6,"GEGEGB_04635","1.009"
"9.0e-36","123.0",6,"LNHIMF_03851","0.878"
"9.2e-98","291.0",6,"GEGEGB_01326","1.012"
"9.3e-105","308.0",6,"BEJGEH_02039","0.976"
"9.3e-188","525.0",6,"BEJGEH_01320","1.0"
"9.4e-193","554.0",6,"GEGEGB_00221","1.0"
"9.4e-248","674.0",6,"BEJGEH_04347","0.992"
"9.5e-93","270.0",6,"GEGEGB_01581","1.0"
"9.6e-234","645.0",6,"LNHIMF_03745","0.951"
"9.8e-231","637.0",6,"GEGEGB_00245","0.880"
"9.9e-88","259.0",6,"LNHIMF_02061","0.994"
"BaiN-like insert domain-containing protein",NA,6,"LNHIMF_03622","SO:0001217, UniRef:UniRef50_A0A090V3N6"
"Chitin-binding type-3 domain-containing protein",NA,6,"BEJGEH_00257","SO:0001217, UniRef:UniRef50_A0A1L3ERG7"
"DUF302 domain-containing protein",NA,6,"GEGEGB_04798","SO:0001217, UniRef:UniRef50_A0A0J1LMW4"
"Enterobactin biosynthesis protein YbdZ","ybdZ",6,"LNHIMF_00729","SO:0001217, UniRef:UniRef50_P18393"
"Glutathionyl-hydroquinone reductase YqjG","yqjG",6,"LNHIMF_03279","SO:0001217, UniRef:UniRef50_A0A1Y5TPG6"
"Integrase",NA,6,"GEGEGB_01070","SO:0001217, UniRef:UniRef50_A0A5H5K5L7"
"Ner family transcriptional regulator",NA,6,"GEGEGB_00530","SO:0001217, UniRef:UniRef50_F9RKE8"
"Nucleoside diphosphate hydrolase",NA,6,"LNHIMF_03539","SO:0001217, UniRef:UniRef50_A0A085G0V8"
"Protein GrpE","grpE",6,"LNHIMF_02764","SO:0001217, UniRef:UniRef50_A0A807LAV3"
