"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"fimbrial biogenesis chaperone BcfB","bcfB",9,"GEGEGB_00024","BlastRules:WP_000742551, SO:0001217, UniRef:UniRef50_A9MR68"
"fimbrial biogenesis chaperone StbE","stbE",9,"GEGEGB_02657","BlastRules:WP_001247040, SO:0001217, UniRef:UniRef50_A6T544"
"fimbrial biogenesis chaperone StdC","stdC",9,"GEGEGB_03087","BlastRules:WP_000798504, SO:0001217, UniRef:UniRef50_A0A3S4HCS7"
"fimbrial biogenesis chaperone SthA","sthA",9,"GEGEGB_04882","BlastRules:WP_000680512, SO:0001217, UniRef:UniRef50_A0A3Z3FW79"
"flagellar brake protein YcgR","ycgR",9,"GEGEGB_01142","BlastRules:WP_000017421"
"flagellar protein FlhE","flhE",9,"GEGEGB_01026","BlastRules:WP_001233619, BlastRules:WP_001259583, SO:0001217, UniRef:UniRef50_P76297"
"flagellar type III secretion system pore protein FliP","fliP",9,"GEGEGB_00963","BlastRules:WP_001253410, SO:0001217, UniRef:UniRef50_A0A4V2JFY6"
"fumarate/nitrate reduction transcriptional regulator Fnr","fnr",9,"GEGEGB_01652","BlastRules:WP_000611911, BlastRules:WP_003243241, BlastRules:WP_005662331, SO:0001217, UniRef:UniRef50_A0A376YAA1"
"galactarate/glucarate/glycerate transporter GudP","gudP",9,"GEGEGB_03010","BlastRules:WP_000097072, SO:0001217, UniRef:UniRef50_A8ANZ6"
"glutamate/aspartate ABC transporter permease GltJ","gltJ",9,"GEGEGB_02324","BlastRules:WP_000020941, EC:7.4.2.1, SO:0001217, UniRef:UniRef50_P0AER3"
"guanine/hypoxanthine transporter GhxP","ghxP",9,"GEGEGB_04401","BlastRules:WP_000106882, SO:0001217, UniRef:UniRef50_A0A377IZ31"
"high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG","livG",9,"GEGEGB_04177","BlastRules:WP_000082101, EC:7.4.2.2, SO:0001217, UniRef:UniRef50_A0A558HEJ3"
"high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK","livK",9,"GEGEGB_04174","BlastRules:WP_000822976, SO:0001217, UniRef:UniRef50_A0A919LVJ6"
"histidine ABC transporter permease HisM","hisM",9,"GEGEGB_00552","BlastRules:WP_000569771, SO:0001217, UniRef:UniRef50_P0A2I7"
"iron/manganese ABC transporter ATP-binding protein SitB","sitB",9,"GEGEGB_02903","BlastRules:WP_000083153, BlastRules:WP_032491456, SO:0001217, UniRef:UniRef50_A0A377ZD83"
"iron/manganese ABC transporter permease subunit SitC","sitC",9,"GEGEGB_02904","BlastRules:WP_001101723, BlastRules:WP_001104336, SO:0001217, UniRef:UniRef50_Q56954"
"iron/manganese ABC transporter permease subunit SitD","sitD",9,"GEGEGB_02905","BlastRules:WP_000480208, BlastRules:WP_032491457, SO:0001217, UniRef:UniRef50_A0A0S2JGE1"
"iron/manganese ABC transporter substrate-binding protein SitA","sitA",9,"GEGEGB_02902","BlastRules:WP_000182930, BlastRules:WP_000949004, SO:0001217, UniRef:UniRef50_A0A376AHF0"
"lipopolysaccharide 1,2-glucosyltransferase RfaJ","rfaJ",9,"GEGEGB_04010","BlastRules:WP_000376841, BlastRules:WP_000376865, EC:2.4.1.58, SO:0001217, UniRef:UniRef50_P19817"
"lipopolysaccharide core heptose(II)-phosphate phosphatase","pmrG",9,"GEGEGB_00607","BlastRules:WP_000879248, EC:3.1.3.-, SO:0001217, UniRef:UniRef50_A8A2B9"
"long-chain fatty acid transporter FadL","fadL",9,"GEGEGB_00512","BlastRules:WP_001766332, SO:0001217, UniRef:UniRef50_A0A4U9HPP5"
"lysine-specific permease","lysP",9,"GEGEGB_00696","BlastRules:WP_000253273, SO:0001217, UniRef:UniRef50_A2RNZ6"
"methionine ABC transporter ATP-binding protein MetN","metN",9,"GEGEGB_00269","BlastRules:WP_000594016, BlastRules:WP_000594021, SO:0001217, UniRef:UniRef50_P30750"
"methionine ABC transporter substrate-binding lipoprotein MetQ","metQ",9,"GEGEGB_00267","BlastRules:WP_000874226, SO:0001217, UniRef:UniRef50_Q9KTJ7"
"methyl viologen efflux MFS transporter SmvA","smvA",9,"GEGEGB_01565","BlastRules:WP_114508864, SO:0001217, UniRef:UniRef50_A0A378B4C8"
"methyl-accepting chemotaxis citrate transducer",NA,9,"GEGEGB_04161","BlastRules:WP_000789683, SO:0001217, UniRef:UniRef50_Q02755"
"multidrug efflux MFS transporter EmrD","emrD",9,"GEGEGB_03918","BlastRules:WP_000828740, BlastRules:WP_000828746, BlastRules:WP_115740452, SO:0001217, UniRef:UniRef50_D2U3C7"
"multidrug efflux MFS transporter permease subunit EmrB","emrB",9,"GEGEGB_02853","BlastRules:WP_001295176, SO:0001217, UniRef:UniRef50_P0AEJ0"
"multidrug efflux RND transporter periplasmic adaptor subunit AcrA","acrA",9,"GEGEGB_02507","BlastRules:WP_001039202, BlastRules:WP_001295324, BlastRules:WP_002892072, BlastRules:WP_021241633, SO:0001217, UniRef:UniRef50_A0A1C0U3R9"
"multidrug efflux RND transporter permease subunit MdtB","mdtB",9,"GEGEGB_00786","BlastRules:WP_001197805, BlastRules:WP_001197875, SO:0001217, UniRef:UniRef50_Q8ZCW0"
"multidrug efflux RND transporter permease subunit MdtC","mdtC",9,"GEGEGB_00785","BlastRules:WP_000667481, BlastRules:WP_001210077, SO:0001217, UniRef:UniRef50_A0AAI9L9I1"
"multidrug efflux RND transporter subunit MdtA","mdtA",9,"GEGEGB_00787","BlastRules:WP_000678822, BlastRules:WP_000678989, SO:0001217, UniRef:UniRef50_A0A0J8VMS4"
"multidrug efflux transporter transcriptional repressor AcrR","acrR",9,"GEGEGB_02506","BlastRules:WP_000101745, BlastRules:WP_000101755, BlastRules:WP_002892080, SO:0001217, UniRef:UniRef50_A0A3P5DM12"
"murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF","oppF",9,"GEGEGB_01745","BlastRules:WP_000994906, BlastRules:WP_010906164, EC:7.4.2.-, SO:0001217, UniRef:UniRef50_A0A0T2KXQ0"
"nitrate transporter NarK","narK",9,"GEGEGB_01766","BlastRules:WP_000019827, BlastRules:WP_000841851, BlastRules:WP_003898992, BlastRules:WP_010886631, SO:0001217, UniRef:UniRef50_A0A379W7S3"
"nucleoside permease NupC","nupC",9,"GEGEGB_00485","BlastRules:WP_000376337, BlastRules:WP_003244143, SO:0001217, UniRef:UniRef50_A0A376W8T0"
"omptin family outer membrane protease PgtE","pgtE",9,"GEGEGB_00503","BlastRules:WP_000716007, SO:0001217, UniRef:UniRef50_P17811"
"osmoprotectant ABC transporter ATP-binding protein OsmV","osmV",9,"GEGEGB_01484","BlastRules:WP_000593086, SO:0001217, UniRef:UniRef50_Q8ZPK4"
"osmoprotectant ABC transporter permease OsmW","osmW",9,"GEGEGB_01485","BlastRules:WP_000379677, SO:0001217, UniRef:UniRef50_Q8ZPK3"
"osmoprotectant ABC transporter permease OsmY","osmY",9,"GEGEGB_01487","BlastRules:WP_000557304, SO:0001217, UniRef:UniRef50_A8AGV5"
"outer membrane lipoprotein SlyB","slyB",9,"GEGEGB_01387","BlastRules:WP_000597179, SO:0001217, UniRef:UniRef50_A0A1B8HQ76"
"peptide ABC transporter ATP-binding protein SapD","sapD",9,"GEGEGB_01694","BlastRules:WP_001128868, EC:7.6.2.-, SO:0001217, UniRef:UniRef50_A0A0F7D2Y9"
"peptide ABC transporter ATP-binding protein SapF","sapF",9,"GEGEGB_01695","BlastRules:WP_000230462, EC:7.6.2.-, SO:0001217, UniRef:UniRef50_P0AAH8"
"peptide ABC transporter permease SapB","sapB",9,"GEGEGB_01688","BlastRules:WP_000583298, SO:0001217, UniRef:UniRef50_P0AGH3"
"peptide ABC transporter permease SapC","sapC",9,"GEGEGB_01693","BlastRules:WP_001146150, SO:0001217, UniRef:UniRef50_P0AGH5"
"peptide ABC transporter substrate-binding protein SapA","sapA",9,"GEGEGB_01687","BlastRules:WP_001241629, SO:0001217, UniRef:UniRef50_A0A379S2B4"
"phosphoglycerate transporter PgtP","pgtP",9,"GEGEGB_00498","BlastRules:WP_000955748, SO:0001217, UniRef:UniRef50_P12681"
"porin OmpF","ompF",9,"GEGEGB_02038","BlastRules:WP_000977709, SO:0001217, UniRef:UniRef50_Q56113"
"propanediol utilization microcompartment protein PduA","pduA",9,"GEGEGB_00885","BlastRules:WP_001183618, SO:0001217, UniRef:UniRef50_H9L478"
"propanediol utilization microcompartment protein PduJ","pduJ",9,"GEGEGB_00878","BlastRules:WP_023226677, SO:0001217, UniRef:UniRef50_H9L478"
"propanediol utilization microcompartment protein PduK","pduK",9,"GEGEGB_00877","BlastRules:WP_001284390, SO:0001217, UniRef:UniRef50_Q9XDN6"
"propanediol utilization microcompartment protein PduT","pduT",9,"GEGEGB_00870","BlastRules:WP_000075772, SO:0001217, UniRef:UniRef50_Q9XDM8"
"propanediol utilization microcompartment protein PduU","pduU",9,"GEGEGB_00869","BlastRules:WP_000441103, SO:0001217, UniRef:UniRef50_R2RP96"
"putative ATP-dependent transporter SufC","sufC",9,"GEGEGB_01310","SO:0001217, UniRef:UniRef50_P77499"
"putative GTP-binding protein EngB","engB",9,"GEGEGB_03812","SO:0001217, UniRef:UniRef50_Q8E8J7"
"putative iron export ATP-binding protein FetA","fetA",9,"GEGEGB_02478","SO:0001217, UniRef:UniRef50_P77279"
"putative membrane transporter protein",NA,9,"GEGEGB_00521","SO:0001217, UniRef:UniRef50_I2B719"
"putative multidrug ABC transporter ATP-binding protein YbhF","ybhF",9,"GEGEGB_02180","SO:0001217, UniRef:UniRef50_P0A9U1"
"putative queuosine precursor transporter",NA,9,"GEGEGB_04159","SO:0001217, UniRef:UniRef50_A0A378NC70"
"putative succinate transporter subunit YjjB","yjjB",9,"GEGEGB_04835","SO:0001217, UniRef:UniRef50_A0A0H3FQN0"
"putative succinate transporter subunit YjjP","yjjP",9,"GEGEGB_04836","SO:0001217, UniRef:UniRef50_A0A0H3FRB6"
"quaternary ammonium compound efflux SMR transporter SugE","sugE",9,"GEGEGB_04624","BlastRules:WP_000118520, SO:0001217, UniRef:UniRef50_P20928"
"salmochelin/enterobactin export ABC transporter IroC","iroC",9,"GEGEGB_02808","BlastRules:WP_001141250, BlastRules:WP_001318221, BlastRules:WP_017345711, NCBIProtein:AUH19662.1, SO:0001217, UniRef:UniRef50_A0A246NG23"
"sialic acid transporter NanT","nanT",9,"GEGEGB_03423","BlastRules:WP_000108454, SO:0001217, UniRef:UniRef50_P41036"
"single-stranded DNA-binding protein SSB1","ssb1",9,"GEGEGB_04387","BlastRules:WP_000168322, SO:0001217, UniRef:UniRef50_P25762"
"sn-glycerol-3-phosphate import ATP-binding protein UgpC","ugpC",9,"GEGEGB_04183","SO:0001217, UniRef:UniRef50_P10907"
"sn-glycerol-3-phosphate transport system permease protein UgpA","ugpA",9,"GEGEGB_04181","SO:0001217, UniRef:UniRef50_Q7CRU3"
"sn-glycerol-3-phosphate transport system permease protein UgpE","ugpE",9,"GEGEGB_04182","SO:0001217, UniRef:UniRef50_G0AJA1"
"surface-exposed outer membrane lipoprotein YaiW","yaiW",9,"GEGEGB_02617","BlastRules:WP_000092067, BlastRules:WP_001271421, SO:0001217, UniRef:UniRef50_A0A2H9U6B9"
"thiosulfate/sulfate ABC transporter substrate-binding protein CysP","cysP",9,"GEGEGB_00450","BlastRules:WP_000290230, SO:0001217, UniRef:UniRef50_P16700"
"type 1 fimbrial protein subunit FimA","fimA",9,"GEGEGB_02436","BlastRules:WP_000681030, BlastRules:WP_000681037, SO:0001217, UniRef:UniRef50_P0ABW5"
"type I fimbriae adaptor protein FimF","fimF",9,"GEGEGB_02431","SO:0001217, UniRef:UniRef50_P38052, VFDB:VFC0001, VFDB:VFG000448"
"type I fimbriae minor fimbrial subunit FimH, adhesin","fimH",9,"GEGEGB_02432","SO:0001217, UniRef:UniRef50_A8AJR9, VFDB:VFC0001, VFDB:VFG000447"
"type III secretion system outer membrane ring protein InvG","invG",9,"GEGEGB_02938","BlastRules:WP_000848113, SO:0001217, UniRef:UniRef50_P35672"
"virulence membrane protein PagC","pagC",9,"GEGEGB_01186","BlastRules:WP_000789471, SO:0001217, UniRef:UniRef50_A0A024J5Z1"
"virulence-associated ABC transporter ATP-binding protein SfbB","sfbB",9,"GEGEGB_02468","BlastRules:WP_000569655, SO:0001217, UniRef:UniRef50_Q9S4Z0"
"ABC transporter D-alanine-binding periplasmic protein",NA,8,"GEGEGB_01615","SO:0001217, UniRef:UniRef50_Q8ZPA3"
"Ferric enterobactin transport system permease protein FepG","fepG",8,"GEGEGB_02394","SO:0001217, UniRef:UniRef50_P23877"
"Glycine betaine/proline betaine transport system ATP-binding protein ProV","proV",8,"LNHIMF_02838","SO:0001217, UniRef:UniRef50_P14175"
"Hydroxamate siderophore receptor FhuE","fhuE",8,"LNHIMF_01244","SO:0001217, UniRef:UniRef50_P16869"
"Inner membrane protein YjgN","yjgN",8,"GEGEGB_04745","SO:0001217, UniRef:UniRef50_Q08022"
"Oligopeptide ABC transporter permease",NA,8,"LNHIMF_01813","SO:0001217, UniRef:UniRef50_A0A376L5W1"
"Outer membrane porin PhoE","phoE",8,"LNHIMF_01582","SO:0001217, UniRef:UniRef50_A0A348DJ11"
"Putative transporter AraJ","araJ",8,"LNHIMF_00421","SO:0001217, UniRef:UniRef50_P23910"
"Putative transporter protein",NA,8,"GEGEGB_00532","SO:0001217, UniRef:UniRef50_G5RYC1"
"RND efflux system, outer membrane lipoprotein, NodT family","nodT",8,"GEGEGB_00728","SO:0001217, UniRef:UniRef50_E3GC31"
"Ribosome-associated ATPase/putative transporter RbbA","rbbA",8,"GEGEGB_04151","SO:0001217, UniRef:UniRef50_A0A962MAS2"
"Serine transporter",NA,8,"LNHIMF_03285","SO:0001217, UniRef:UniRef50_A8AQ03"
"Tetratricopeptide repeat protein",NA,8,"GEGEGB_01785","SO:0001217, UniRef:UniRef50_A0A750UCV3"
"Threonine/serine transporter TdcC","tdcC",8,"LNHIMF_03290","SO:0001217, UniRef:UniRef50_P0AAD8"
"Threonine/serine transporter ThrP","thrP",8,"GEGEGB_03545","SO:0001217, UniRef:UniRef50_P27837"
"Uncharacterized MFS-type transporter YdeE","ydeE",8,"GEGEGB_01512","SO:0001217, UniRef:UniRef50_P31126"
"Voltage-dependent anion channel-forming protein YneE","yneE",8,"GEGEGB_01523","SO:0001217, UniRef:UniRef50_P76146"
"YccS/YhfK family integral membrane protein",NA,8,"LNHIMF_03512","SO:0001217, UniRef:UniRef50_A0A919HXQ4"
"adhesin/invasin protein PagN","pagN",8,"GEGEGB_02676","BlastRules:WP_000787603, SO:0001217, UniRef:UniRef50_Q8ZRJ9"
"branched chain amino acid ABC transporter substrate-binding protein LivJ","livJ",8,"LNHIMF_03601","BlastRules:WP_001021996, SO:0001217, UniRef:UniRef50_A0A919LVJ6"
"chitoporin","chiP",8,"GEGEGB_02302","BlastRules:WP_001258803, SO:0001217, UniRef:UniRef50_P75733"
"efflux RND transporter permease AcrB","acrB",8,"GEGEGB_02508","BlastRules:WP_001132469, SO:0001217, UniRef:UniRef50_A0A346ACE5"
"fimbrial chaperone BcfG","bcfG",8,"GEGEGB_00031","BlastRules:WP_001135039, SO:0001217, UniRef:UniRef50_A0A6D2GD24"
"fimbrial usher BcfC","bcfC",8,"LNHIMF_00024","BlastRules:WP_001245864, SO:0001217, UniRef:UniRef50_A0A5U2F4X5"
"intimin-like inverse autotransporter SinH","sinH",8,"LNHIMF_02648","NCBIProtein:AAL21411.1, SO:0001217, UniRef:UniRef50_A0A447N6D5, VFDB:VFC0001, VFDB:VFG002307"
"osmoprotectant ABC transporter substrate-binding protein OsmX","osmX",8,"GEGEGB_01486","BlastRules:WP_001211193, SO:0001217, UniRef:UniRef50_A0A379S770"
"potassium binding protein Kbp","kbp",8,"LNHIMF_02823","BlastRules:WP_000522415, SO:0001217, UniRef:UniRef50_A0A5E6VF71"
"putative autotransporter","misL",8,"LNHIMF_03797","SO:0001217, UniRef:UniRef50_A0A5I9EM74, VFDB:VFC0001, VFDB:VFG002304"
"type 1 fimbrial protein subunit FimI","fimI",8,"GEGEGB_02435","BlastRules:WP_000619606, SO:0001217, UniRef:UniRef50_Q08456"
"citrate/succinate antiporter CitT","citT",7,"LNHIMF_00761","BlastRules:WP_000050323, SO:0001217, UniRef:UniRef50_P0AE74"
"multidrug efflux transporter outer membrane subunit MdsC","mdsC",7,"LNHIMF_00377","BlastRules:WP_001521068, SO:0001217, UniRef:UniRef50_Q7VZD2"
"Nitrite transporter NirC","nirC",5,"GEGEGB_04250","SO:0001217, UniRef:UniRef50_A0A7H0FDE5"
"Potassium channel domain-containing protein",NA,5,"HFCAGB_04598","SO:0001217, UniRef:UniRef50_A0A659R823"
"Fibronectin-binding autotransporter adhesin ShdA","shdA",4,"LNHIMF_02643","SO:0001217, UniRef:UniRef50_A0A4Z8Z0B5"
"Nitrite transporter",NA,4,"BEJGEH_03499","SO:0001217, UniRef:UniRef50_A0A085G1A2"
"Signal recognition particle receptor FtsY","ftsY",3,"LNHIMF_03605","SO:0001217, UniRef:UniRef50_A0A4R1F4U0"
"AIDA autotransporter-like protein","shdA",2,"AJBGEP_02683","SO:0001217, UniRef:UniRef50_A0A6C6YYM7, VFDB:VFC0001, VFDB:VFG002305"
"Citrate/succinate antiporter",NA,1,"GEGEGB_02364","SO:0001217, UniRef:UniRef50_P0AE74"
"Flagellar assembly protein FliH","fliH",1,"ONMMKP_00059","SO:0001217, UniRef:UniRef50_P31068"
"Gnt-II system L-idonate transporter",NA,1,"GEGEGB_04753","SO:0001217, UniRef:UniRef50_P39344"
"Inner membrane protein YqjF","yqjF",1,"HFCAGB_03457","SO:0001217, UniRef:UniRef50_A0A090UYH4"
"Inner membrane protein yiaH","yiaH",1,"GEGEGB_04072","SO:0001217, UniRef:UniRef50_A0A379TQ83"
"Integral membrane protein YccS N-terminal domain-containing protein","yccS",1,"GEGEGB_04259","SO:0001217, UniRef:UniRef50_A0A828TVJ1"
"Iron-enterobactin ABC transporter permease",NA,1,"HFCAGB_00678","SO:0001217, UniRef:UniRef50_A8AJL8"
"Outer membrane autotransporter barrel domain protein",NA,1,"HFCAGB_02785","SO:0001217, UniRef:UniRef50_D4B944"
"Outer membrane porin protein C",NA,1,"GEGEGB_01526","SO:0001217, UniRef:UniRef50_A0A484X247"
"Penicillin-binding protein 2",NA,1,"PKJKAM_00384","SO:0001217, UniRef:UniRef50_A0A485B5T7"
"Penicillin-binding protein 4 [includes: D-alanyl-D-alanine carboxypeptidase D-alanyl-D-alanine-endopeptidase]",NA,1,"PKJKAM_01725","SO:0001217, UniRef:UniRef50_A0A484YQ51"
"Uncharacterized transporter YfbS","yfbS",1,"GEGEGB_00571","SO:0001217, UniRef:UniRef50_P0AFU2"
"efflux transporter outer membrane subunit",NA,1,"PKJKAM_03383","SO:0001217, UniRef:UniRef50_UPI0006505D3F"
