# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_45	cds	194092	194352	+	PAPNPA_02188	89.0	6.5e-23	1.0	0.896	0.500	UniRef:UniRef50_P00208
contig_45	cds	194464	194844	-	PAPNPA_02189	232.0	3.4e-78	1.0	0.857	0.921	UniRef:UniRef50_P24224
contig_45	cds	194844	195575	-	PAPNPA_02190	316.0	3.1e-107	0.971	0.811	0.699	UniRef:UniRef50_Q8ZCP4
contig_45	cds	195587	196315	-	PAPNPA_02191	412.0	1.7e-145	1.116	0.975	0.793	UniRef:UniRef50_P0A7H3
contig_45	cds	196327	197232	-	PAPNPA_02192	402.0	1.8e-139	0.993	0.838	0.662	UniRef:UniRef50_Q8ZD71
contig_45	cds	197229	197966	-	PAPNPA_02193	457.0	8.7e-164	0.992	0.957	0.959	UniRef:UniRef50_P0A7Y0
contig_45	ncRNA-region	197855	198066	-	-	232.2	1.0e-35	-	-	-	RFAM:RF00552
contig_45	cds	198183	199157	-	PAPNPA_02194	642.0	1.0e-233	1.080	1.0	0.926	UniRef:UniRef50_P00803
contig_45	cds	199174	200973	-	PAPNPA_02195	847.0	2.7e-306	0.992	0.992	0.704	UniRef:UniRef50_A0A2D9XTD1
contig_45	ncRNA	200855	201747	+	PAPNPA_02196	1085.9	3.5e-91	-	-	-	RFAM:RF02746
contig_45	cds	201232	201711	-	PAPNPA_02197	224.0	1.8e-74	1.031	1.0	0.744	UniRef:UniRef50_A9MGW7
contig_45	cds	201708	202664	-	PAPNPA_02198	408.0	1.4e-141	1.066	0.997	0.599	UniRef:UniRef50_D0ZSY7
contig_45	cds	202664	203314	-	PAPNPA_02199	341.0	1.9e-118	1.0	0.889	0.866	UniRef:UniRef50_P0AFX7
contig_45	cds	203346	203921	-	PAPNPA_02200	370.0	4.7e-133	1.0	1.0	1.0	BlastRules:WP_000003307
contig_45	cds	204349	205968	+	PAPNPA_02201	939.0	0.0	0.985	0.879	0.859	UniRef:UniRef50_P10902
contig_45	cds	205953	206690	-	PAPNPA_02202	499.0	2.5e-182	1.0	1.0	0.992	BlastRules:WP_000083343
contig_45	cds	206820	208154	+	PAPNPA_02203	744.0	2.0e-269	0.980	0.855	0.917	UniRef:UniRef50_P21507
contig_45	cds	208172	209071	-	PAPNPA_02204	448.0	3.6e-158	0.950	0.916	0.764	UniRef:UniRef50_P33634
contig_45	cds	209174	209761	+	PAPNPA_02205	363.0	3.8e-128	1.082	1.0	0.915	UniRef:UniRef50_Q8ZMX5
contig_45	cds	209823	210206	-	PAPNPA_02206	216.0	5.3e-72	0.969	0.809	0.886	UniRef:UniRef50_Q6D209
contig_45	cds	210525	211214	+	PAPNPA_02207	311.0	1.8e-106	0.952	0.886	0.670	UniRef:UniRef50_A1SUE5
contig_45	cds	211330	212367	-	PAPNPA_02208	603.0	4.8e-217	0.997	0.825	0.875	UniRef:UniRef50_P0AGJ5
contig_45	cds	212571	212990	+	PAPNPA_02209	283.0	9.9e-98	1.0	0.813	0.950	UniRef:UniRef50_A0A377A270
contig_45	cds	213063	213743	+	PAPNPA_02210	401.0	2.6e-144	1.0	0.974	0.885	BlastRules:WP_001300438
contig_45	cds	213797	216457	+	PAPNPA_02211	1736.0	0.0	1.0	1.0	0.999	BlastRules:WP_000082639
contig_45	cds	216572	217927	+	PAPNPA_02212	820.0	6.9e-300	0.993	0.928	0.895	UniRef:UniRef50_P23830
contig_45	cds	217972	218295	+	PAPNPA_02213	169.0	5.8e-54	1.0	0.922	0.701	UniRef:UniRef50_Q9I630
contig_45	cds	218292	219593	-	PAPNPA_02214	740.0	4.7e-270	0.882	0.960	0.997	UniRef:UniRef50_B2TYL0
contig_45	cds	219697	220152	-	PAPNPA_02215	157.0	1.8e-47	1.046	0.819	0.525	UniRef:UniRef50_A0A142YLP9
contig_46	cds	722	1078	+	PAPNPA_02216	-	-	-	-	-	-
contig_46	cds	1097	1651	+	PAPNPA_02217	-	-	-	-	-	-
contig_46	cds	1739	2128	+	PAPNPA_02218	-	-	-	-	-	-
contig_46	cds	2097	2378	+	PAPNPA_02219	-	-	-	-	-	-
contig_46	cds	2559	3266	+	PAPNPA_02220	345.0	2.2e-119	1.013	0.952	0.782	UniRef:UniRef50_A0A2S4RTH8
contig_46	tRNA	3372	3447	+	PAPNPA_02221	75.3	-	-	-	-	-
contig_46	cds	3608	3895	+	PAPNPA_02222	-	-	-	-	-	-
contig_46	cds	4036	4209	-	PAPNPA_02223	-	-	-	-	-	-
contig_46	cds	5539	5691	+	PAPNPA_02224	93.2	1.0e-25	0.940	0.855	0.915	UniRef:UniRef50_A0A3U3R0F4
contig_46	cds	5852	6118	+	PAPNPA_02225	-	-	1.0	1.0	0.989	NCBIProtein:AAO70583.1
contig_46	cds	6361	6639	+	PAPNPA_02226	160.0	8.3e-51	1.196	1.0	0.773	UniRef:UniRef50_A0A379Y1Y4
contig_46	cds	7042	7545	+	PAPNPA_02227	-	-	-	-	-	-
contig_46	cds	8387	8521	+	PAPNPA_02228	-	-	-	-	-	-
contig_46	cds	8693	9343	+	PAPNPA_02229	426.0	2.1e-152	1.0	1.0	0.981	UniRef:UniRef50_A0A8G0F9S7
contig_46	ncRNA	10493	10651	-	PAPNPA_02230	186.0	2.2e-27	-	-	-	RFAM:RF02070
contig_46	cds	10776	11459	+	PAPNPA_02231	392.0	9.3e-139	0.903	0.986	0.971	UniRef:UniRef50_A0A2Z6ELR6
contig_46	cds	11563	12120	-	PAPNPA_02232	239.0	2.2e-79	0.989	1.0	0.639	UniRef:UniRef50_A0A4P8SIJ8
contig_46	cds	12098	13597	-	PAPNPA_02233	632.0	1.8e-223	0.958	0.840	0.638	UniRef:UniRef50_A0A3M3E457
contig_46	cds	13806	14180	-	PAPNPA_02234	211.0	2.7e-70	0.960	0.869	0.832	UniRef:UniRef50_Q5KQQ1
contig_46	cds	14195	15496	-	PAPNPA_02235	861.0	5.5e-317	1.042	1.0	0.956	UniRef:UniRef50_A0A087FKC6
contig_46	cds	15612	17141	+	PAPNPA_02236	515.0	1.1e-177	0.974	0.919	0.528	UniRef:UniRef50_A0A0N0IB14
contig_46	cds	17276	17656	-	PAPNPA_02237	251.0	7.3e-86	1.0	0.875	0.960	UniRef:UniRef50_A9MQN1
contig_46	cds	17656	18141	-	PAPNPA_02238	308.0	6.6e-107	0.975	0.809	0.987	UniRef:UniRef50_V1GVB2
contig_46	cds	18867	19790	-	PAPNPA_02239	458.0	1.3e-161	0.990	0.910	0.661	UniRef:UniRef50_X5Q2L5
contig_46	cds	19829	20707	-	PAPNPA_02240	-	-	-	-	-	-
contig_46	cds	21103	22407	-	PAPNPA_02241	490.0	2.6e-170	0.961	0.901	0.573	UniRef:UniRef50_A9MQM5
contig_46	cds	22812	23996	+	PAPNPA_02242	619.0	4.9e-222	0.985	0.876	0.768	UniRef:UniRef50_P24215
contig_46	cds	24107	25579	+	PAPNPA_02243	563.0	4.8e-196	0.998	0.832	0.599	UniRef:UniRef50_P39160
contig_46	cds	25591	27003	+	PAPNPA_02244	947.0	0.0	0.983	0.949	0.996	UniRef:UniRef50_Q8ZM23
contig_46	cds	27303	28361	-	PAPNPA_02245	551.0	1.6e-197	0.994	0.989	0.986	UniRef:UniRef50_A0A0K0HEH7
contig_46	cds	29031	30887	-	PAPNPA_02246	1164.0	0.0	0.914	0.976	0.986	UniRef:UniRef50_A9MQL4
contig_46	cds	31103	31969	+	PAPNPA_02247	428.0	5.7e-150	0.993	0.839	0.706	UniRef:UniRef50_A0A2Z4YST1
contig_46	cds	32037	32747	-	PAPNPA_02248	283.0	6.5e-95	1.0	0.911	0.619	UniRef:UniRef50_Q8Z3R4
contig_46	cds	32747	33799	-	PAPNPA_02249	446.0	3.8e-155	0.920	0.821	0.668	UniRef:UniRef50_A0A2I5T6B0
contig_46	cds	33875	34123	-	PAPNPA_02250	108.0	1.2e-30	0.915	0.815	0.640	UniRef:UniRef50_A0A6L6IPH9
contig_46	cds	34151	34492	-	PAPNPA_02251	172.0	9.8e-55	1.0	0.801	0.655	UniRef:UniRef50_Q8FEL9
contig_46	cds	34485	34973	-	PAPNPA_02252	218.0	1.0e-71	0.963	0.969	0.641	UniRef:UniRef50_A0AA42FMW4
contig_46	cds	34966	35460	-	PAPNPA_02253	300.0	3.4e-104	1.085	1.0	0.916	UniRef:UniRef50_A0A655C4J6
contig_46	cds	35460	37163	-	PAPNPA_02254	1117.0	0.0	1.048	1.0	0.941	UniRef:UniRef50_P0ACE0
contig_46	cds	37160	38338	-	PAPNPA_02255	528.0	8.3e-187	0.992	0.944	0.663	UniRef:UniRef50_P37180
contig_46	cds	38328	39314	-	PAPNPA_02256	513.0	1.6e-182	0.991	0.867	0.735	UniRef:UniRef50_P0AAJ8
contig_46	cds	39317	40435	-	PAPNPA_02257	377.0	5.2e-127	1.016	0.867	0.516	UniRef:UniRef50_A0A0E1NE69
contig_46	cds	40625	40912	-	PAPNPA_02258	167.0	1.1e-53	1.0	1.0	0.821	UniRef:UniRef50_A8APN5
contig_46	cds	40997	42424	-	PAPNPA_02259	-	-	-	-	-	-
contig_46	cds	42470	42640	-	PAPNPA_02260	-	-	-	-	-	-
contig_46	cds	42947	43441	-	PAPNPA_02261	250.0	5.9e-85	0.835	0.986	0.978	UniRef:UniRef50_A0A655E1W3
contig_46	cds	43720	44223	-	PAPNPA_02262	192.0	1.6e-61	0.988	0.988	0.570	UniRef:UniRef50_A0A4R8ETW0
contig_46	cds	44327	44737	+	PAPNPA_02263	182.0	2.5e-58	0.985	0.964	0.687	UniRef:UniRef50_A8APP1
contig_46	cds	44724	45128	+	PAPNPA_02264	163.0	1.5e-50	1.0	0.817	0.627	UniRef:UniRef50_A0A348D893
contig_46	cds	45252	46136	+	PAPNPA_02265	457.0	6.8e-163	0.816	0.972	0.979	UniRef:UniRef50_A0A379T860
contig_46	cds	46249	46674	-	PAPNPA_02266	140.0	8.6e-42	0.950	0.950	0.537	UniRef:UniRef50_A0A7D6DIM6
contig_46	cds	46681	47415	-	PAPNPA_02267	269.0	1.5e-89	0.893	0.897	0.670	UniRef:UniRef50_A0A0U5L0A0
contig_46	cds	47408	47545	-	PAPNPA_02268	88.6	4.9e-24	1.0	0.918	0.978	UniRef:UniRef50_A0A855EYZ4
contig_46	cds	47667	48854	+	PAPNPA_02269	664.0	1.0e-239	0.997	0.878	0.810	UniRef:UniRef50_P06721
contig_46	cds	48994	49653	+	PAPNPA_02270	292.0	2.9e-99	0.982	0.935	0.665	UniRef:UniRef50_A0A2X3DNJ8
contig_46	cds	49717	50634	-	PAPNPA_02271	412.0	5.2e-144	0.957	0.930	0.685	UniRef:UniRef50_A8APP7
contig_46	cds	50809	51972	+	PAPNPA_02272	708.0	2.2e-257	1.0	0.882	0.904	UniRef:UniRef50_Q46856
contig_46	cds	52078	52905	+	PAPNPA_02273	506.0	1.4e-181	1.095	1.0	0.841	UniRef:UniRef50_Q46857
contig_46	cds	53102	54556	+	PAPNPA_02274	879.0	0.0	0.994	0.966	0.925	UniRef:UniRef50_A9MQJ0
contig_46	cds	54600	55055	+	PAPNPA_02275	204.0	2.5e-66	0.993	0.838	0.653	UniRef:UniRef50_N9PBK0
contig_46	cds	55213	55407	-	PAPNPA_02276	121.0	2.4e-36	1.0	0.831	0.984	UniRef:UniRef50_A0A6X6QRN5
contig_46	cds	55610	57781	-	PAPNPA_02277	1145.0	0.0	0.978	0.848	0.768	UniRef:UniRef50_Q8CZS4
contig_46	cds	58269	59252	+	PAPNPA_02278	616.0	9.4e-224	1.043	1.0	0.953	UniRef:UniRef50_A0A6N3HBZ9
contig_46	cds	59294	59776	+	PAPNPA_02279	248.0	1.2e-83	0.988	0.919	0.759	UniRef:UniRef50_A0A444RG84
contig_46	cds	59787	61094	+	PAPNPA_02280	437.0	5.4e-149	1.106	0.982	0.526	UniRef:UniRef50_K4KY06
contig_46	cds	61139	62551	-	PAPNPA_02281	659.0	3.8e-235	1.155	1.0	0.619	UniRef:UniRef50_P26648
contig_46	cds	62625	63362	-	PAPNPA_02282	396.0	3.8e-139	1.0	0.872	0.784	UniRef:UniRef50_P26647
contig_46	cds	63619	65877	-	PAPNPA_02283	848.0	9.6e-302	0.979	0.971	0.560	UniRef:UniRef50_A0A6H2FB01
contig_46	cds	65988	66854	-	PAPNPA_02284	588.0	1.7e-213	1.0	0.900	0.986	UniRef:UniRef50_Q8ZM00
contig_46	cds	66926	67318	-	PAPNPA_02285	151.0	3.1e-46	1.023	0.875	0.594	UniRef:UniRef50_F5NZE3
contig_46	cds	67470	68129	+	PAPNPA_02286	263.0	2.1e-87	1.091	0.988	0.548	UniRef:UniRef50_P45337
contig_46	cds	68126	69475	+	PAPNPA_02287	601.0	1.5e-213	0.991	0.931	0.672	UniRef:UniRef50_A0A822WWG4
contig_46	cds	69582	70163	+	PAPNPA_02288	274.0	4.4e-93	0.984	0.974	0.642	UniRef:UniRef50_A0A828QT84
contig_46	cds	70195	70509	+	PAPNPA_02289	197.0	3.6e-65	1.0	0.904	0.904	UniRef:UniRef50_P0ADU2
contig_46	cds	70634	72526	-	PAPNPA_02290	1256.0	0.0	1.0	1.0	1.0	BlastRules:WP_000195318
contig_46	cds	72554	73135	-	PAPNPA_02291	299.0	2.6e-102	0.995	0.800	0.729	UniRef:UniRef50_C7BKB9
contig_46	cds	73135	73962	-	PAPNPA_02292	468.0	2.2e-166	0.975	0.873	0.825	UniRef:UniRef50_P0AEW4
contig_46	cds	73987	74409	-	PAPNPA_02293	288.0	1.1e-99	1.0	0.814	1.0	UniRef:UniRef50_P0ADU7
contig_46	cds	74406	75038	-	PAPNPA_02294	265.0	2.2e-88	0.971	0.864	0.637	UniRef:UniRef50_A0A151UL83
contig_46	cds	75245	76714	+	PAPNPA_02295	749.0	2.3e-269	1.002	0.818	0.837	UniRef:UniRef50_P02930
contig_46	cds	76927	77598	+	PAPNPA_02296	238.0	2.6e-77	1.130	0.996	0.575	UniRef:UniRef50_Q2NWD5
contig_46	cds	77604	78767	+	PAPNPA_02297	461.0	3.3e-160	1.109	1.0	0.527	UniRef:UniRef50_P0ADT5
contig_46	cds	78828	79616	-	PAPNPA_02298	479.0	2.8e-171	1.0	0.897	0.828	UniRef:UniRef50_P24197
contig_46	cds	79757	80530	+	PAPNPA_02299	426.0	3.8e-150	1.222	1.0	0.809	UniRef:UniRef50_P0A8H3
contig_46	cds	81173	82969	+	PAPNPA_02300	945.0	0.0	0.998	0.891	0.750	UniRef:UniRef50_Q8FDI4
contig_46	cds	82989	83660	+	PAPNPA_02301	248.0	1.5e-81	1.013	0.974	0.593	UniRef:UniRef50_P0A4L7
contig_46	cds	83675	84352	+	PAPNPA_02302	410.0	2.0e-145	0.960	0.893	0.880	UniRef:UniRef50_P0A1H1
contig_46	cds	84523	85176	-	PAPNPA_02303	294.0	4.8e-100	0.968	0.950	0.681	UniRef:UniRef50_P59556
contig_46	ncRNA-region	85282	85480	-	-	97.8	4.1e-16	-	-	-	RFAM:RF00050
contig_46	cds	85613	85909	+	PAPNPA_02304	140.0	5.0e-43	1.133	0.974	0.748	UniRef:UniRef50_A0A2B7M4C9
contig_46	cds	85984	86187	-	PAPNPA_02305	99.4	1.1e-27	1.0	0.985	0.657	UniRef:UniRef50_A0A087FVI7
contig_46	cds	86451	87071	+	PAPNPA_02306	296.0	3.7e-101	0.981	0.918	0.693	UniRef:UniRef50_P76657
contig_46	cds	87090	88769	+	PAPNPA_02307	644.0	7.2e-229	0.809	0.998	0.998	UniRef:UniRef50_UPI0032E42302
contig_46	ncRNA	88993	89142	-	PAPNPA_02308	148.3	2.8e-24	-	-	-	RFAM:RF00113
contig_46	cds	89227	90660	-	PAPNPA_02309	737.0	4.2e-268	0.805	0.992	1.0	UniRef:UniRef50_A0A379T611
contig_46	cds	90708	93551	-	PAPNPA_02310	1649.0	0.0	0.998	0.932	0.877	UniRef:UniRef50_P30870
contig_46	cds	93669	94970	-	PAPNPA_02311	514.0	7.3e-179	1.0	0.831	0.626	UniRef:UniRef50_P30871
contig_46	cds	95212	95826	+	PAPNPA_02312	300.0	3.6e-102	1.010	0.802	0.728	UniRef:UniRef50_P0ADT8
contig_46	cds	95889	97130	+	PAPNPA_02313	575.0	7.8e-205	0.985	0.962	0.681	UniRef:UniRef50_Q7U350
contig_46	cds	97235	98056	-	PAPNPA_02314	475.0	2.1e-169	1.0	0.878	0.886	UniRef:UniRef50_P60932
contig_46	cds	98154	98513	-	PAPNPA_02315	130.0	3.4e-38	0.992	0.831	0.542	UniRef:UniRef50_C7BKE5
contig_46	cds	98620	99231	+	PAPNPA_02316	364.0	2.8e-128	1.0	0.953	0.892	UniRef:UniRef50_Q5E2K3
contig_46	cds	99481	100494	-	PAPNPA_02317	537.0	1.7e-192	0.947	0.988	0.884	UniRef:UniRef50_A0A377C398
contig_46	cds	100722	100937	+	PAPNPA_02318	76.3	2.3e-18	0.930	0.857	0.606	UniRef:UniRef50_P0A165
contig_46	cds	101173	102918	+	PAPNPA_02319	782.0	6.7e-281	1.003	0.973	0.666	UniRef:UniRef50_A0A0E3Y7S4
contig_46	cds	102933	104915	+	PAPNPA_02320	676.0	5.2e-237	0.980	0.986	0.626	UniRef:UniRef50_Q87DT7
contig_46	cds	105039	105545	-	PAPNPA_02321	276.0	4.6e-94	1.0	0.844	0.786	UniRef:UniRef50_Q7CPR7
contig_46	tRNA	105671	105746	+	PAPNPA_02322	85.1	-	-	-	-	-
contig_46	cds	105826	106593	-	PAPNPA_02323	365.0	1.9e-126	0.996	0.833	0.693	UniRef:UniRef50_Q46871
contig_46	cds	106828	107472	+	PAPNPA_02324	-	-	-	-	-	-
contig_46	cds	107469	109037	-	PAPNPA_02325	852.0	2.1e-310	1.0	0.987	1.0	UniRef:UniRef50_A0A509BDG3
contig_46	cds	109425	110945	-	PAPNPA_02326	679.0	7.0e-243	1.0	1.0	0.850	UniRef:UniRef50_A8APX7
contig_46	cds	111375	112754	+	PAPNPA_02327	847.0	1.3e-309	0.985	0.864	0.945	UniRef:UniRef50_P42588
contig_46	cds	112925	114943	+	PAPNPA_02328	1166.0	0.0	0.988	0.915	0.866	UniRef:UniRef50_A0AA91IQ12
contig_46	cds	115024	116160	-	PAPNPA_02329	502.0	4.6e-177	0.989	0.987	0.666	UniRef:UniRef50_A0A1B7KZM7
contig_46	cds	116246	116743	+	PAPNPA_02330	208.0	1.9e-67	0.970	0.838	0.575	UniRef:UniRef50_F9SNI0
contig_46	cds	116895	117587	+	PAPNPA_02331	350.0	7.7e-122	1.0	0.939	0.739	UniRef:UniRef50_P42598
contig_46	cds	117675	118673	+	PAPNPA_02332	468.0	1.2e-164	0.910	0.848	0.755	UniRef:UniRef50_A0A0C7EXY8
contig_46	cds	118943	119911	+	PAPNPA_02333	377.0	1.5e-129	0.984	0.969	0.599	UniRef:UniRef50_A0A2X2T6Q2
contig_46	ncRNA	119933	119993	-	PAPNPA_02334	92.6	2.1e-15	-	-	-	RFAM:RF02067
contig_46	cds	120166	121410	+	PAPNPA_02335	568.0	7.3e-201	0.978	0.840	0.763	UniRef:UniRef50_P0AGE4
contig_46	cds	121860	122522	+	PAPNPA_02336	363.0	8.4e-128	0.841	1.0	0.984	UniRef:UniRef50_A0A8S0FM62
contig_46	cds	122526	122909	+	PAPNPA_02337	246.0	7.4e-84	0.992	0.875	1.0	UniRef:UniRef50_P42615
contig_46	cds	123054	123422	+	PAPNPA_02338	110.0	1.3e-30	1.0	0.961	0.516	UniRef:UniRef50_H5V5T9
contig_46	cds	123464	123769	+	PAPNPA_02339	184.0	3.5e-60	0.990	0.870	1.0	UniRef:UniRef50_P64581
contig_46	cds	123772	124170	+	PAPNPA_02340	124.0	2.1e-35	0.985	0.844	0.531	UniRef:UniRef50_A0A2Y9U2E3
contig_46	cds	124167	124466	+	PAPNPA_02341	151.0	2.5e-47	0.990	1.0	0.776	UniRef:UniRef50_L0M1M0
contig_46	cds	124611	125096	+	PAPNPA_02342	254.0	3.3e-86	1.0	1.0	0.807	UniRef:UniRef50_Q6LHW2
contig_46	cds	125164	126150	+	PAPNPA_02343	426.0	8.9e-148	0.988	0.850	0.617	UniRef:UniRef50_Q2CA95
contig_46	cds	126274	126639	+	PAPNPA_02344	243.0	1.4e-82	0.975	0.814	0.898	UniRef:UniRef50_P64590
contig_46	cds	126678	127574	-	PAPNPA_02345	563.0	3.6e-206	1.0	1.0	0.970	BlastRules:WP_001041009
contig_46	cds	127679	128380	+	PAPNPA_02346	386.0	3.9e-136	1.0	1.0	0.798	UniRef:UniRef50_Q6D9I2
contig_46	cds	128404	128568	+	PAPNPA_02347	61.6	4.1e-13	1.0	0.964	0.704	UniRef:UniRef50_A8AQ00
contig_46	cds	128681	129991	-	PAPNPA_02348	779.0	3.8e-284	1.087	1.0	0.903	UniRef:UniRef50_P42626
contig_46	cds	130017	131348	-	PAPNPA_02349	830.0	4.7e-304	1.0	0.925	1.0	UniRef:UniRef50_A8AQ03
contig_46	ncRNA	131560	131614	+	PAPNPA_02350	89.1	2.5e-15	-	-	-	RFAM:RF02066
contig_46	cds	131663	133027	-	PAPNPA_02351	641.0	4.3e-231	0.802	0.997	0.893	UniRef:UniRef50_E8KHN6
contig_46	cds	133097	135391	-	PAPNPA_02352	1113.0	0.0	0.986	0.843	0.720	UniRef:UniRef50_P09373
contig_46	cds	135425	136633	-	PAPNPA_02353	513.0	1.1e-179	0.980	0.855	0.642	UniRef:UniRef50_P11868
contig_46	cds	136700	138031	-	PAPNPA_02354	809.0	7.2e-295	1.214	1.0	0.823	UniRef:UniRef50_P0AAD8
contig_46	cds	138052	139041	-	PAPNPA_02355	497.0	2.8e-176	0.982	0.910	0.768	UniRef:UniRef50_A0A142E236
contig_46	cds	139139	140077	-	PAPNPA_02356	529.0	2.0e-189	1.093	0.997	0.812	UniRef:UniRef50_P0ACQ7
contig_46	cds	140962	141501	-	PAPNPA_02357	-	-	-	-	-	-
contig_46	ncRNA	141454	141828	-	PAPNPA_02358	322.1	1.6e-41	-	-	-	RFAM:RF00010
contig_46	cds	141861	143006	-	PAPNPA_02359	465.0	5.3e-162	1.050	0.983	0.638	UniRef:UniRef50_A0A1E3WRF7
contig_46	cds	143104	143994	-	PAPNPA_02360	539.0	8.0e-194	1.0	0.868	0.956	UniRef:UniRef50_P0ABQ2
contig_46	cds	144020	144790	-	PAPNPA_02361	458.0	3.1e-163	0.996	0.861	0.886	UniRef:UniRef50_P23522
contig_46	cds	145320	146891	+	PAPNPA_02362	630.0	5.5e-222	0.985	0.885	0.623	UniRef:UniRef50_P39829
contig_46	cds	147149	148003	+	PAPNPA_02363	463.0	5.6e-164	1.0	0.848	0.806	UniRef:UniRef50_P0C8J6
contig_46	cds	148123	149394	+	PAPNPA_02364	715.0	8.9e-261	0.875	1.0	0.962	UniRef:UniRef50_A0A4P7CJ14
contig_46	cds	149409	149873	+	PAPNPA_02365	172.0	5.4e-54	0.929	0.861	0.608	UniRef:UniRef50_F5NWV6
contig_46	cds	149904	150188	+	PAPNPA_02366	177.0	1.3e-57	0.926	0.870	1.0	UniRef:UniRef50_A0A377BAC3
contig_46	cds	150192	151565	+	PAPNPA_02367	496.0	2.8e-172	0.961	0.936	0.560	UniRef:UniRef50_A0A090S1W7
contig_46	cds	151609	152652	+	PAPNPA_02368	631.0	1.9e-228	0.983	0.879	0.930	UniRef:UniRef50_P0A9S3
contig_46	cds	152763	153536	+	PAPNPA_02369	328.0	3.4e-112	1.004	0.959	0.659	UniRef:UniRef50_A0A659QSE0
contig_46	cds	153694	154557	-	PAPNPA_02370	409.0	2.7e-143	1.0	0.953	0.732	UniRef:UniRef50_A8G181
contig_46	cds	154621	156663	+	PAPNPA_02371	934.0	0.0	1.137	1.001	0.671	UniRef:UniRef50_P45464
contig_46	cds	156621	157016	+	PAPNPA_02372	255.0	2.9e-87	1.115	1.0	0.897	UniRef:UniRef50_Q8ZLU3
contig_46	cds	157038	157628	+	PAPNPA_02373	371.0	1.6e-130	1.0	0.807	0.964	UniRef:UniRef50_P66817
contig_46	cds	157638	158213	+	PAPNPA_02374	288.0	2.0e-98	0.984	0.870	0.830	UniRef:UniRef50_P64596
contig_46	cds	158280	158915	-	PAPNPA_02375	330.0	5.6e-114	1.175	0.980	0.702	UniRef:UniRef50_P45469
contig_46	cds	159046	159564	+	PAPNPA_02376	320.0	5.2e-114	1.0	1.0	0.948	BlastRules:WP_000037608
contig_46	cds	159544	159987	-	PAPNPA_02377	207.0	6.6e-68	1.007	1.0	0.682	UniRef:UniRef50_H5UZM6
contig_46	cds	160025	160342	+	PAPNPA_02378	108.0	1.9e-30	0.895	0.931	0.617	UniRef:UniRef50_A0A2I0FZW3
contig_46	cds	160329	160832	-	PAPNPA_02379	219.0	6.0e-72	1.072	0.927	0.637	UniRef:UniRef50_P63417
contig_46	cds	160826	161350	-	PAPNPA_02380	321.0	5.0e-112	1.0	0.902	0.937	UniRef:UniRef50_Q8ZLU0
contig_46	cds	161567	162562	+	PAPNPA_02381	526.0	2.6e-189	0.810	0.989	0.963	UniRef:UniRef50_A0A6D2G321
contig_46	cds	162571	163449	+	PAPNPA_02382	393.0	1.2e-136	1.0	0.967	0.610	UniRef:UniRef50_A0A0W8JJQ3
contig_46	cds	163627	164634	+	PAPNPA_02383	408.0	1.6e-140	0.973	0.811	0.617	UniRef:UniRef50_A0A917WTW6
contig_46	cds	164612	165331	-	PAPNPA_02384	490.0	1.4e-176	0.987	0.904	0.979	UniRef:UniRef50_A0A657FMZ3
contig_46	cds	165490	166020	+	PAPNPA_02385	231.0	2.5e-76	1.045	1.0	0.592	UniRef:UniRef50_A0AAI9GQI7
contig_46	cds	166082	167326	-	PAPNPA_02386	770.0	1.3e-281	1.0	0.945	0.940	UniRef:UniRef50_P0AAD2
contig_46	cds	167480	169369	-	PAPNPA_02387	1036.0	0.0	1.0	1.0	0.978	BlastRules:WP_001295553
contig_46	sorf	169362	169442	-	PAPNPA_02388	58.2	1.2e-17	1.0	1.0	1.0	UniRef:UniRef50_C1P618
contig_46	cds	169548	170432	-	PAPNPA_02389	560.0	2.9e-202	1.0	0.891	0.963	UniRef:UniRef50_P0AFB1
contig_46	cds	170542	172707	-	PAPNPA_02390	1026.0	0.0	0.972	0.958	0.757	UniRef:UniRef50_K2JUI4
contig_46	ncRNA	172734	172901	+	PAPNPA_02391	163.7	1.8e-26	-	-	-	RFAM:RF00082
contig_46	cds	172919	173188	-	PAPNPA_02392	117.0	6.0e-34	1.0	0.809	0.697	UniRef:UniRef50_Q1DAM2
contig_46	ncRNA-region	173132	173247	-	-	118.1	7.2e-18	-	-	-	RFAM:RF00114
contig_46	cds	173339	174283	-	PAPNPA_02393	397.0	1.3e-137	0.978	0.945	0.645	UniRef:UniRef50_C4K3E8
contig_46	cds	174283	174684	-	PAPNPA_02394	186.0	3.7e-60	1.023	0.958	0.743	UniRef:UniRef50_Q8ZBC3
contig_46	cds	174836	177514	-	PAPNPA_02395	1473.0	0.0	1.030	1.0	0.971	UniRef:UniRef50_Q9ZF31
contig_46	cds	177539	179041	-	PAPNPA_02396	611.0	3.2e-216	1.016	1.002	0.638	UniRef:UniRef50_A0A2E6JDC6
contig_46	cds	179069	179521	-	PAPNPA_02397	269.0	6.5e-92	1.0	0.833	0.893	UniRef:UniRef50_Q6D9A7
contig_46	ncRNA-region	179539	179639	-	-	99.3	3.3e-15	-	-	-	RFAM:RF01770
contig_46	tRNA	179729	179805	-	PAPNPA_02398	77.5	-	-	-	-	-
